title,desc_snippet,yoe_min_years_llm,seniority_final,op,period
junior java programmer/ AI engineer,"**Applied Everywhere? Still No Offers? Let’s Provide the solution.”** 

  

 If you’ve sent out hundreds—maybe thousands—of applications and your inbox is still silent, it doesn’t mean you’re not capable. It usually means your profile isn’t lining up",,entry,OP_C_junior_in_desc,2026-04
Senior Machine Learning Engineer,"**We help the world run better**
 At SAP, we keep it simple: you bring your best to us, and we'll bring out the best in you. We're builders touching over 20 industries and 80% of global commerce, and we need your unique talents to help shape what's n",6,mid-senior,OP_C_junior_in_desc,2026-04
Sr AI/ML Engineer - Remote Nationwide or Hybrid in MN/DC,"Optum Tech is a global leader in health care innovation. Our teams develop cutting-edge solutions that help people live healthier lives and help make the health system work better for everyone. From advanced data analytics and AI to cybersecurity, we",5,mid-senior,OP_C_junior_in_desc,2026-04
Senior Software Engineer,"*Ignitium is redefining how B2B organizations identify and win their next best customers. As a next-generation account-based marketing (ABM) partner, we combine trillions of real-time intent signals, a proprietary identity graph of over 320 million U",8,mid-senior,OP_C_junior_in_desc,2026-04
Principal Full Stack Engineer,"**The Expertise/Skills You Bring and the Value You Deliver**
 · Bachelor's degree in computer science or engineering
   

 · Full stack development experience (currently hands-on) in Java/J2EE, Spring framework (Batch framework), Angular, API Develop",,mid-senior,OP_C_junior_in_desc,2026-04
"Junior Java Developer (Python,AWS EventBridge)","**Junior Java Developer (Python,AWS EventBridge)** 

**Experience: 1–3 Years** 

**Location: Dallas,TX** 

**Employment Type: Full-Time** 

  

**Job Summary:** 

 We are looking for a motivated Junior Developer with hands-on experience in Java and P",1,entry,OP_C_junior_in_desc,2026-04
"Software Development Engineer, ZeroTouch GSG at Amazon Leo","**Description**
 We're seeking a Software Development Engineer to join our ZeroTouch GSG Automation workstream. In this role, you'll design, develop, and maintain automated testing frameworks and tools that validate satellite communication systems at",3,unknown,OP_C_junior_in_desc,2026-04
Sr. Software Engineer Full-Stack - Slack,"*To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.*
 Job Category
   

  

 Software Engineering
   

  

 Job Details
   

  

**About Salesforce**
 Sa",,mid-senior,OP_C_junior_in_desc,2026-04
Senior Specialist - Cloud Engineering,"**Role description**

**Job Title:**

 Data Bricks developer
 

  

**Work Location**

 : Tampa, Florida
 

  

**Job Description:**

  

  
* Design and develop scalable and efficient data pipelines using Databricks Spark Scala and Azure Data Factor",,mid-senior,OP_C_junior_in_desc,2026-04
Software Developer III,"Category
   

  

 IT \& Software Development
   

  

 Job Location
   

  

 Willingboro, NJ, US
   

  

 Additional Locations
   

  

 Downers Grove, IL, US
   

  

 Position Type
   

  

 Full-Time/Regular
   

  

**Job Summary**
**Monday-Fr",7,unknown,OP_C_junior_in_desc,2026-04
"Software Development Engineer, AWS Keyspaces (NoSQL Cassandra compatible database)","**Description**
 Do you want to work on a service that can do the following?:
   

  

* Access petabytes of data in single-digit milliseconds
* Back up hundreds of terabytes of data in seconds
* Encrypt petabytes of data with no performance degradat",3,unknown,OP_C_junior_in_desc,2026-04
Software Engineer [Multiple Positions Available],"**Description**
**JOB DESCRIPTION**
 Duties: Execute software solutions, design, development, and technical troubleshooting to build solutions and break down technical problems. Develop secure production code, and review and debug code written by oth",7,unknown,OP_C_junior_in_desc,2026-04
Android Developer,"**Responsibilities:** 

* Architect, design, and develop modern Android applications using Kotlin, Jetpack Compose, and Android Studio
* Collaborate with Product Owners, UI/UX Designers, QA, and cross-functional teams in an Agile environment
* Drive ",8,unknown,OP_C_junior_in_desc,2026-04
Software Engineer,"**Location:** 
 Minneapolis, MN
   

  

**Salary:** 
 $53\.00 USD Hourly - $57\.00 USD Hourly
   

  

**Description:**
****Mainframe Software Engineer (COBOL / VSAM) - Contract****
**Location:** 
 Minneapolis, MN (Hybrid)
   

  

**Employment Type",4,mid-senior,OP_C_junior_in_desc,2026-04
Senior Software Test Engineer,"**Syms Strategic Group (SSG)** 
 is seeking a talented
 **Senior Software Test Engineer**
**Location:** 
 Remote
   

  

**Department:** 
 Veterans Affairs (VA)
   

  

**Type:** 
 Full Time
   

  

**Min. Experience:** 
 Experienced
   

  

**Se",10,mid-senior,OP_C_junior_in_desc,2026-04
"Software Engineer, Test & Infrastructure II (Bilingual Spanish)","**Who You Are
 
 You catch problems before they explode—testing edge cases and degraded paths others overlook so production fire drills can be prevented. You care deeply about the tools you use and create, shaping the internal frameworks and pipeline",2,unknown,OP_C_junior_in_desc,2026-04
Project Software Engineer,"**Job Description**
 OTECH produces and maintains unique underwater systems – typically for US Navy and other US Government Department of Defense customers. Our projects are all one-of-a-kind. Projects range from quick burn to lifecycle management of",5,unknown,OP_C_junior_in_desc,2026-04
Entry Level software Developer,"**About the Role:**
 Revature helps motivated individuals kick start a career in tech. With our
 **Entry Level Software Developer** 
 role, there is no prior professional experience required. Our employees are well-prepared with effective, proven, on",,entry,OP_C_junior_in_desc,2026-04
Sr. Software Engineer,"**Primary Responsibilities** 

* Provide leadership and mentorship to software engineering team members, fostering a collaborative environment committed to production excellence and continuous product improvement.
* Evaluate programming and applicati",4,mid-senior,OP_C_junior_in_desc,2026-04
OCI Cloud Systems Engineer (Mid),"This role supports the U.S. Air Force Cloud One Architecture and Common Shared Services contract and currently has an opening for a
 **OCI Cloud Systems Engineer** 
 . This position will coordinate across multiple areas as the program supports AWS, A",4,entry,OP_C_junior_in_desc,2026-04
Senior RF Communication System Engineer I,"Please Note:
To conform with the United States Government Space Technology Export Regulations, the applicant must be a U.S. citizen, lawful permanent resident of the U.S., conditional resident, asylee or refugee (protected individuals as defined by 8",2,unknown,OP_E_levelcode_title,2024-01
"Embedded Software Dev Engineer II, Software Defined Network Agent, Project Kuiper","Description
Job Summary
Project Kuiper is an initiative to launch a constellation of Low Earth Orbit satellites that will provide low-latency, high-speed broadband connectivity to unserved and underserved communities around the world.
Key job respons",3,unknown,OP_E_levelcode_title,2024-01
Software Engineer II,"Your Title:
Software Engineer II
Job Location: Princeton, NJ or Oklahoma City, OK
Our Department: Trimble Maps
We’re looking for talented and passionate software engineers to join our world class engineering team. Located in central New Jersey and in",3,unknown,OP_E_levelcode_title,2024-01
Systems Engineer II or III,"Tasks Includes But Not Limited To
Derive requirements from customer/company (IRAD) requirements/requests
Generate flow down requirements for subassemblies, vendors, or other disciplines
Provide technical guidance and support to electrical, software, ",3,unknown,OP_E_levelcode_title,2024-01
Staff Cyber Software Engineer (SWE-2),"At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefron",14,mid-senior,OP_E_levelcode_title,2024-01
Sr Applications Developer I,"Job Description
Pacific Life is investing in bright, agile and diverse talent to contribute to our mission of innovating our business and creating a superior customer experience. We’re actively seeking a talented Sr. Integration Developer/Data Engine",5,mid-senior,OP_E_levelcode_title,2024-01
Applications Programmer II,"Bowdoin College is seeking a highly skilled individual with excellent problem-solving and analytical skills, who thrives in a team-oriented environment and is self-motivated, to join our diverse IT Enterprise Systems team. In this role as an Applicat",3,unknown,OP_E_levelcode_title,2024-01
Product Engineer 2 - Foot & Ankle,"Acumed LLC
Come join a team where People make the difference! As a part of Marmon Holdings, Inc., a highly decentralized organization, we rely heavily on people with the aptitude, attitude, and entrepreneurial spirit to drive our success, and we're c",2,unknown,OP_E_levelcode_title,2024-01
System Engineer II,"This position is responsible for provisioning, deploying, administering, monitoring, maintaining, troubleshooting, upgrading and patching of University high performance computational (HPC) resources and related research services. The SE-II will have ",2,unknown,OP_E_levelcode_title,2024-01
Systems Engineer II,"Abbott is a global healthcare leader that helps people live more fully at all stages of life. Our portfolio of life-changing technologies spans the spectrum of healthcare, with leading businesses and products in diagnostics, medical devices, nutritio",2,unknown,OP_E_levelcode_title,2024-01
Systems Engineer 2.5,"Build Something to Be Proud Of.
Captivation Software has built a reputation on providing customers exactly what is needed in a timely manner. Our team of engineers take pride in what they develop and constantly innovate to provide the best solution. ",17,mid-senior,OP_E_levelcode_title,2024-01
Data Systems Software Engineer II or III,"Summary
Job Summary
LASP is seeking a motivated individual with experience and interest in scientific software engineering and data processing. Join our team of professionals and students developing and operating software systems for NASA space missi",,unknown,OP_E_levelcode_title,2024-01
Infrastructure Engineer I,"Description
Our team members are the heart of what makes us better.
At
Hackensack Meridian
Health
we help our patients live better, healthier lives — and we help one another to succeed. With a culture rooted in connection and collaboration, our emplo",1,unknown,OP_E_levelcode_title,2024-01
Senior Test Engineer II,"Position
Senior Test Engineer
Security Clearance
US Citizens only with adjudicated public trust for information up to sensitive but unclassified, FOUO levels.
Work Location
FEMA locations in Washington, DC and northern Virginia areas; telework as agr",7,mid-senior,OP_E_levelcode_title,2024-01
Publishing Systems Engineer I/II/III,"Summary
Job Description:
The Document Solutions team focuses on the design and creation of correspondence and transactional statements using various software programs. The Publishing Systems Engineer operates in a business analyst/document-generation",4,unknown,OP_E_levelcode_title,2024-01
Snr Systems Engineer I,"ASM is a leading global supplier of products, services, and materials for semiconductor processing. For more than half a century, innovation has been at the core of everything we do. Our smart, ambitious people are dedicated to creating cutting-edge ",5,mid-senior,OP_E_levelcode_title,2024-01
Principal Software Design Engineer I,"Please Note:
To conform with the United States Government Space Technology Export Regulations, the applicant must be a U.S. citizen, lawful permanent resident of the U.S., conditional resident, asylee or refugee (protected individuals as defined by 8",9,mid-senior,OP_E_levelcode_title,2024-01
Software Design Engineer 2,"WaferWire is looking for Software Design Engineer 2 for a client in Redmond, WA
Role: Software Design Engineer 2
Job Description
Materials science and chemistry have been the foundation of technological advancements throughout history. The quest for ",,unknown,OP_E_levelcode_title,2024-01
"Principal Engineer I, Systems Engineering","Pacbio is looking for a highly motivated Principal System Engineer to join our System group. The candidate will work closely across the R&D organization to develop and test our next generation DNA sequencing instruments.
Responsibilities
Coordinate a",11,mid-senior,OP_E_levelcode_title,2024-01
Senior Systems Engineer II,"Please Note:
To conform with the United States Government Space Technology Export Regulations, the applicant must be a U.S. citizen, lawful permanent resident of the U.S., conditional resident, asylee or refugee (protected individuals as defined by 8",6,unknown,OP_E_levelcode_title,2024-01
SLD Thermal Systems Engineer II - Lunar Permanence (R34999),"At Blue Origin, we envision millions of people living and working in space for the benefit of Earth. We’re working to develop reusable, safe, and low-cost space vehicles and systems within a culture of safety, collaboration, and inclusion. Join our d",2,unknown,OP_E_levelcode_title,2024-01
Senior Embedded Flight Software Engineer I/II,"About Rocket Lab
Rocket Lab is a global leader in launch and space systems. The rockets and satellites we build and launch enable some of the most ambitious and vital space missions globally, supporting scientific exploration, Earth observation and m",5,mid-senior,OP_E_levelcode_title,2024-01
Software Engineer 2,"About Farfield Systems, Inc
At Farfield we are committed to delivering trusted expertise to our government clients. As we grow, our focus is on increasing opportunities for you to grow with us while still delivering the same excellence customers have",14,unknown,OP_E_levelcode_title,2024-01
"Software Development Engineer II, GuardDuty","Description
Amazon GuardDuty is a customer facing threat detection service that protects applications and services running in AWS. The service processes trillions of events and applies advanced analytics and machine learning to detect threats. If you",3,unknown,OP_E_levelcode_title,2024-01
Software Development Engineer II - AWS Console Platform,"Description
Amazon Web Services (AWS) is growing rapidly–millions of customers from independent developers to large enterprises visit our management console.
The AWS User Experience Products & Platform team is responsible for products that enable AWS",3,unknown,OP_E_levelcode_title,2024-01
Software Engineer 2,"About Farfield Systems, Inc
At Farfield we are committed to delivering trusted expertise to our government clients. As we grow, our focus is on increasing opportunities for you to grow with us while still delivering the same excellence customers have",14,unknown,OP_E_levelcode_title,2024-01
Sr Embedded Software Engineer 1,"Webasto Charging Systems, Inc. is seeking a
Sr. Software Engineer
for our location in Monrovia, CA.
Roles And Responsibilities:
This Sr. Embedded Software Engineer will be responsible for the design, development, debugging, integration, and testing o",7,mid-senior,OP_E_levelcode_title,2024-01
"Senior Site Reliability Engineer II, FedRAMP (Hybrid)","Who We Are
The name ThousandEyes was born from two big ideas: the power to see things not ordinarily possible and the ability to collect insights from a multitude of vantage points. As organizations rely more on cloud services and the Internet, the n",5,unknown,OP_E_levelcode_title,2024-01
Principal Software Design Engineer I,"Please Note:
To conform with the United States Government Space Technology Export Regulations, the applicant must be a U.S. citizen, lawful permanent resident of the U.S., conditional resident, asylee or refugee (protected individuals as defined by 8",7,mid-senior,OP_E_levelcode_title,2024-01
"Software Development Engineer II, Talent Development Tech (TDT)","Description
The Amazon Leadership Liftoff Portal (ALL) provides a cohesive learning journey for frontline Ops leaders in the US during their 7-week onboarding training as area managers. We envision ALL expanding to support frontline leaders worldwide",3,unknown,OP_E_levelcode_title,2024-01
Sr Firmware Engineer II - Onsite,"Starkey Hearing is hiring a Sr Firmware Engineer II at its global headquarters in Eden Prairie, MN. As a Senior Firmware Engineer II, the responsibility extends far beyond simply developing hearing aid firmware; it involves envisioning the entire sys",10,mid-senior,OP_E_levelcode_title,2026-04
System Engineer II,"**Career-defining. Life-changing.**
 At iRhythm, you’ll have the opportunity to grow your skills and your career while impacting the lives of people around the world. iRhythm is shaping a future where everyone, everywhere can access the best possible",3,unknown,OP_E_levelcode_title,2026-04
Senior Cloud Engineer II,"**Job Description**
 Providing for loved ones, planning rewarding retirements, saving enough for whatever lies ahead – our policyholders count on us to be there when it matters most. It’s a big ask, but it’s one that we have the power to deliver when",8,mid-senior,OP_E_levelcode_title,2026-04
Software Engineer II,"**Overview**
 Microsoft Copilot is revolutionizing how people work and has created an unprecedented opportunity to advance the state-of-the-art in a way that benefits millions of people. The Office Product Group is uniting the power of Microsoft Copi",2,unknown,OP_E_levelcode_title,2026-04
Mechanical Application and System Engineer II,"**Nordson Product Assembly** 
 , a global leader in Product Assembly, is seeking an experienced and highly motivated individual to join our team. We are committed to creating a diverse and inclusive workplace, and we are looking for candidates who sh",5,unknown,OP_E_levelcode_title,2026-04
Power System Engineer II,"**Overview**
**We are designing the Grid of the future.**
 Be a part of an innovative team shaping the grid of the future through advanced energy intelligence . For more than half a century, Electric Power Engineers, (EPE) has partnered with power an",,unknown,OP_E_levelcode_title,2026-04
"Software Engineer I, FinOps","**Who We Are**
 Aurora’s mission is to deliver the benefits of self-driving technology safely, quickly, and broadly.
   

  

 The Aurora Driver will create a new era in mobility and logistics, one that will bring a safer, more efficient, and more ac",,unknown,OP_E_levelcode_title,2026-04
Mobile Engineer II,"**Company Description** 

 Punch Through is a design and engineering firm specializing in connected medical device development. For more than 15 years, we’ve helped innovators bring secure, reliable, and compliant products to market, building technol",3,unknown,OP_E_levelcode_title,2026-04
Software Engineer II,"OpenGov is the leader in AI and ERP solutions for local and state governments in the U.S. More than 2,000 cities, counties, state agencies, school districts, and special districts rely on the OpenGov Public Service Platform to operate efficiently, ad",,unknown,OP_E_levelcode_title,2026-04
Software Engineer II-Power Apps Model UX,"**Overview**
 The Model UX team is a critical part of the Power Apps Core organization, focused on delivering intuitive, performant, and scalable user experiences for model-driven applications. As part of Microsoft’s Power Platform, the team plays a ",2,unknown,OP_E_levelcode_title,2026-04
Software Engineer I - Device Drivers,"**About The Company**
 At Torc, we have always believed that autonomous vehicle technology will transform how we travel, move freight, and do business.
   

  

 A leader in autonomous driving since 2007, Torc has spent over a decade commercializing ",1,entry,OP_E_levelcode_title,2026-04
"DevOps Engineer II (Infra, Automation and Azure cloud)","Dice is the leading career destination for tech experts at every stage of their careers. Our client, AgreeYa Solutions, is seeking the following. Apply via Dice today!
   

  

**Job Title: DevOps Engineer II**
**Job Location: Los Angeles, CA (Hybrid",5,unknown,OP_E_levelcode_title,2026-04
"Software Dev Engineer II, Shield","**This job is with Amazon, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ\+ business community. Please do not contact the recruiter directly.**
**Description**
 Ever wondered how AWS protects its infrastruct",3,unknown,OP_E_levelcode_title,2026-04
Temporary District Attorney Software Engineer I,"**For questions regarding this position, please contact the Recruiter listed in the Supplemental Information section.**
**About The Position**
 The County of Riverside's Human Resources Temporary Assignment Program (TAP) is seeking a Temporary Distri",1,unknown,OP_E_levelcode_title,2026-04
Full Stack Engineer II,"**Job Description**
 Providing for loved ones, planning rewarding retirements, and preparing for what lies ahead—our policyholders count on Pacific Life to be there when it matters most. That responsibility drives us to collaborate, innovate, and con",3,unknown,OP_E_levelcode_title,2026-04
Software Engineer I – Android,"**Join Axon and be a Force for Good.**
 At Axon, we’re on a mission to Protect Life. We’re explorers, pursuing society’s most critical safety and justice issues with our ecosystem of devices and cloud software. Like our products, we work better toget",,unknown,OP_E_levelcode_title,2026-04
Sr. Data Platform Engineer I (6476),"As a
 **Sr. Data Platform Engineer I** 
 , you’ll work as part of a collaborative and high-performing team providing your expertise to deliver technical solutions within the highest levels of the federal government by providing PostgreSQL expertise s",5,mid-senior,OP_E_levelcode_title,2026-04
"Software Engineer II, ML","**At Cadence, we hire and develop leaders and innovators who want to make an impact on the world of technology.**
 The Cadence Digital and Signoff Group Machine learning team is a high energy team which explores and implements Deep Machine Learning t",,unknown,OP_E_levelcode_title,2026-04
DTS Systems Engineer II,"Please see below for list of skillsets the manager is looking for, in order of most important to least.
   

 Ability to create or modify EC2 instances, S3 buckets, Lambda, APIs and other supporting AWS infrastructure items
   

 Script Jenkins jobs ",,unknown,OP_E_levelcode_title,2026-04
Software Engineer 1,"**Overview**
 We are seeking a full-time
 **Software Engineer 1** 
 at Garmin's site in Salem, OR. In this role, you will be responsible for building upon existing software solutions to develop basic software for Garmin products and/or applications.
",,unknown,OP_E_levelcode_title,2026-04
"Software Development Engineer II, Optimal Inventory Health","**Description**
 What You'll Do:
   

  

* Deliver software features and improvements to major portions of your team's software, including new development, refactoring, and deprecation work
* Design software solutions to enable new features or impro",3,unknown,OP_E_levelcode_title,2026-04
Software Developer II - RIGHT,"This position is a hybrid role requiring employees to work from our headquarters location in Seattle, WA every Tuesday and Wednesday, and remote all other days.
   

  

 Redfin is revolutionizing the $75 billion real estate industry. We use data, be",3,unknown,OP_E_levelcode_title,2026-04
Software Engineer II,"**Overview**
 Microsoft is a company where passionate innovators come to collaborate, envision what can be and take their careers further. This is a world of more possibilities, more innovation, more openness, and the sky is the limit thinking in a c",2,unknown,OP_E_levelcode_title,2026-04
Database Engineer I,"Imagine Your Future with Us! Since 1971, Paychex has been at the forefront of simplifying HR, payroll, and benefits for American businesses. Our digital HR technology and advisory solutions cater to the changing needs of employers and their employees",2,unknown,OP_E_levelcode_title,2026-04
Sr. Mobile Application Developer I (6523),"As a
 **Sr. Mobile Application Developer (AppDev)** 
 , you’ll design, build, and sustain secure iOS and Android applications with the goal of delivering mission-critical mobile capabilities across the federal government.
 **Our engineering team** 
 ",5,mid-senior,OP_E_levelcode_title,2026-04
Software Engineer II,"**Reflexive Concepts is seeking a skilled Software Engineer to join our team!**
 Specifically, we are looking for a back-end developer with experience in Java, Spring Framework, RESTful API, and MongoDB.
   

  

**Qualifications** 
  

  

* Eight (",8,unknown,OP_E_levelcode_title,2026-04
"Software Dev Engineer II, Amazon Aurora DSQL","**Description**
 Aurora DSQL is a serverless, distributed SQL database with virtually unlimited scale, high availability, and zero infrastructure management. Aurora DSQL automatically scales compute, I/O, and storage, so it can efficiently adapt to a",3,unknown,OP_E_levelcode_title,2026-04
Software Engineer I,"**Disney Entertainment and ESPN Product \& Technology**
 Technology is at the heart of Disney’s past, present, and future. Disney Entertainment and ESPN Product \& Technology is a global organization of engineers, product developers, designers, techn",,unknown,OP_E_levelcode_title,2026-04
Cloud Engineer I,"The Talent Acquisition department hires qualified candidates to fill positions which contribute to the overall strategic success of Howard University. Hiring staff “for fit” makes significant contributions to Howard University’s overall mission.
   
",3,entry,OP_E_levelcode_title,2026-04
Senior AWS Cloud Data Engineer I,"**Job Purpose**
* The Data Engineer designs, builds, and maintains scalable data solutions to enable advanced analytics and business intelligence across Honda’s enterprise.

**Key Accountabilities**
* Data Pipeline Development:
+ Design and implement",3,unknown,OP_E_levelcode_title,2026-04
SLD Thermal Systems Engineer II - Lunar Permanence (R34999),"At Blue Origin, we envision millions of people living and working in space for the benefit of Earth. We’re working to develop reusable, safe, and low-cost space vehicles and systems within a culture of safety, collaboration, and inclusion. Join our d",2,unknown,OP_F_any_explicit_title,2024-01
Research Software Engineer II (Language and Intelligence),"The Princeton Language and Intelligence Initiative at Princeton University invites applications for a Research Software Engineer (RSE) position. This multidisciplinary initi ative has three Research thrusts: (a) Better design, evaluation, safety and ",,mid-senior,OP_F_any_explicit_title,2024-01
Senior Systems Engineer I (NPE),"As the leading transit bus manufacturer in the United States, GILLIG buses play a critical role in the environmental and social initiatives in communities across our nation. GILLIG is on the forefront in the transition to zero-emission vehicles and h",5,entry,OP_F_any_explicit_title,2024-01
Software Engineer 2,"Description:
The Software Engineer develops, maintains, and enhances complex and diverse software systems ( e.g., processing-intensive analytics, novel algorithm development, manipulation of extremely large data sets, realtime systems, and business m",14,unknown,OP_F_any_explicit_title,2024-01
Junior Linux Systems Engineer,"GRID Networks is seeking a Linux System Engineer with 1-3 years of experience to join our team. The ideal candidate will have a strong foundation in Linux administration and common open-source tools and software, as well as experience with networking",1,entry,OP_F_any_explicit_title,2024-01
Software Engineer 1 - Data Analysis,"Build Something to Be Proud Of.
Captivation Software has built a reputation on providing customers exactly what is needed in a timely manner. Our team of engineers take pride in what they develop and constantly innovate to provide the best solution. ",7,unknown,OP_F_any_explicit_title,2024-01
Systems Engineer 1,"About Farfield Systems, Inc
At Farfield we are committed to delivering trusted expertise to our government clients. As we grow, our focus is on increasing opportunities for you to grow with us while still delivering the same excellence customers have",7,unknown,OP_F_any_explicit_title,2024-01
Principal Software Engineer II - OMS/UCI,"Scientific Systems Products Division is looking to fill a
Principal Software Engineer
position in the domain of Autonomous Vehicles and Uncrewed Systems, working specifically within an OMS/UCI architectural framework. The successful applicant will be",12,mid-senior,OP_F_any_explicit_title,2024-01
Associate Systems Engineer,"Abbott is a global healthcare leader that helps people live more fully at all stages of life. Our portfolio of life-changing technologies spans the spectrum of healthcare, with leading businesses and products in diagnostics, medical devices, nutritio",0,associate,OP_F_any_explicit_title,2024-01
Associate Principal Java Developer,"Associate Principal Java Developer Location: Atlanta, GA / Jacksonville, FL / Newark, DE / Wilmington, DE (Hybrid model 3 days from office)
Show more
Show less",,mid-senior,OP_F_any_explicit_title,2024-01
Software Engineer 2,"Overview
We are leveraging big data technologies to gain new insights into our customer experiences; building data frameworks, ingestion pipelines and tools. The technologies we are leveraging include Amazon Web Services & Google Cloud Platform big d",3,unknown,OP_F_any_explicit_title,2024-01
"Software Engineer II, III, Sr.","Kern River
BHE Pipeline Group – consists of BHE GT&S, Northern Natural Gas and Kern River Gas Transmission Company – owns assets in 27 states and transported approximately 15% of the natural gas consumed in the U.S. in 2021. BHE Pipeline Group is par",6,mid-senior,OP_F_any_explicit_title,2024-01
Systems Engineer 2,"About Farfield Systems, Inc
At Farfield we are committed to delivering trusted expertise to our government clients. As we grow, our focus is on increasing opportunities for you to grow with us while still delivering the same excellence customers have",14,unknown,OP_F_any_explicit_title,2024-01
Systems Engineer II/III (Cabin Systems),"Job Brief
This position is eligible for our Crane Flex Hybrid schedule which allows for the option of up to 2 days/week of work-from-home.
Crane Aerospace & Electronics
has a unique and exciting career opportunity for a
Systems Engineer
at our
Burban",3,mid-senior,OP_F_any_explicit_title,2024-01
Entry Level Software Developer,"Salary: $65,000 - 85,000/year
We tap into the power of emerging technologies and scientific breakthroughs to create solutions and products that address the largest and most complex issues faced by global companies. By blending technology with our ind",,entry,OP_F_any_explicit_title,2024-01
Systems Engineer 2,"Build Something to Be Proud Of.
Captivation Software has built a reputation on providing customers exactly what is needed in a timely manner. Our team of engineers take pride in what they develop and constantly innovate to provide the best solution. ",14,unknown,OP_F_any_explicit_title,2024-01
Principal Engineer I - Data,"Position Summary
GEICO is seeking an experienced Engineer with a passion for building high-performance, low maintenance, zero-downtime platforms, and applications. You will help drive our insurance business transformation as we transition from a trad",6,mid-senior,OP_F_any_explicit_title,2024-01
Junior Cloud Developer,"Hiebing is a full-service marketing agency focused on driving momentum for the brands and clients we serve. We are a curious crew who live by a We Before Me credo, knowing that teams outperform individuals and that we always have each other’s backs. ",2,entry,OP_F_any_explicit_title,2024-01
Senior Developer II,"Role:
Senior Developer II
Location: Frederick, MD (On-site)
Duration: Long Term Contract
Scope of work
Analyze the Government’s requirements for new or enhanced system functions and features in order to plan, design, develop and implement such functi",,mid-senior,OP_F_any_explicit_title,2024-01
Software Engineer II/III (EW/ELINT),"SEACORP is seeking a well-qualified
Software Engineer II/III (EW/ELINT)
.
Primary Duties and Responsibilities:
Job Summary
: SEACORP’s Electronic Warfare group is seeking a motivated software engineer to support the Finder program. Finder is a modern",3,unknown,OP_F_any_explicit_title,2024-01
Systems Integration Engineer II,"Overview
IDEMIA is the global leader in identity and security. Our mission is to create a safe and simple future where identity verification is indisputable, and only you can assert your identity. We are a distributed company leveraging the latest te",2,unknown,OP_F_any_explicit_title,2024-01
"Associate, Corporate Systems Engineer","The Corporate Systems Engineer will oversee enterprise-wide development, implementation, and integration of systems related to corporate operations, with a particular focus on Portfolio Advisors applications and stakeholders.
This position partners c",5,unknown,OP_F_any_explicit_title,2024-01
Electronic Support Measures Senior Principal Systems Engineer II with Security Clearance,"Job Description Ready to make a difference? BAE Systems is looking for systems engineers to develop, build, and work on the world's most advanced electromagnetic spectrum operations systems - detecting, identifying, locating, and countering threats f",6,mid-senior,OP_F_any_explicit_title,2024-01
Product Engineer I,"""All candidates must be directly contracted by ASK Consulting on their payroll and cannot be subcontracted. We are unable to provide sponsorship at this moment"".
Job Title: Product Engineer I
Location: Houston, TX 77054
Duration: 24 months Contract
R",1,unknown,OP_F_any_explicit_title,2024-01
Electronic Support Measures Senior Principal Systems Engineer II,"Job Description
Ready to make a difference? BAE Systems is looking for systems engineers to develop, build, and work on the world’s most advanced electromagnetic spectrum operations systems – detecting, identifying, locating, and countering threats f",10,mid-senior,OP_F_any_explicit_title,2024-01
"Software Dev Engineer II, Amazon Software Builder Experience (ASBX)","Description
The Builder Tools organization within Amazon Software Builder Experience (ASBX) is looking for talented engineers to join the Apollo team.
Our team owns the software and systems that help Amazon’s massive developer community build the cut",3,unknown,OP_F_any_explicit_title,2024-01
"Software Development Engineer II, AWS Transactional Services","Description
The Transactional Services organization builds foundational distributed systems that power the largest AWS services. The organization specializes in building high performance, highly available data systems that provide strong transactiona",3,unknown,OP_F_any_explicit_title,2024-01
"Software Engineer II, Embedded, Autonomy","About Rivian
Rivian is on a mission to keep the world adventurous forever. This goes for the emissions-free Electric Adventure Vehicles we build, and the curious, courageous souls we seek to attract.
As a company, we constantly challenge what’s possi",,unknown,OP_F_any_explicit_title,2024-01
Senior Software Engineer II,"Senior Software Engineer II, Programmatic & Platform Products
New York, NY
Who We Are
DoubleVerify is the leading independent provider of marketing measurement software, data and analytics that authenticates the quality and effectiveness of digital m",5,mid-senior,OP_F_any_explicit_title,2024-01
System Engineer II,"About Farfield Systems, Inc
At Farfield we are committed to delivering trusted expertise to our government clients. As we grow, our focus is on increasing opportunities for you to grow with us while still delivering the same excellence customers have",5,unknown,OP_F_any_explicit_title,2024-01
Software Engineer - New Grad,"At Scale, our mission is to accelerate the development of AI applications. For 8 years, Scale has been the leading AI data foundry, helping fuel the most exciting advancements in AI, including: generative AI, defense applications, and autonomous vehi",,entry,OP_F_any_explicit_title,2026-04
Software Engineer I - Ads Demand Enablement,"**About Us**
 Twitch is the world’s biggest live streaming service, with global communities built around gaming, entertainment, music, sports, cooking, and more. It is where thousands of communities come together for whatever, every day.
   

  

 We",1,entry,OP_F_any_explicit_title,2026-04
Software Engineer 2,"Berkshire Hathaway Homestate Companies, Workers Compensation Division, has an opening for a Software Engineer 2\. This individual will need extensive technical expertise to join our dynamic development team. Responsibilities include designing, develo",5,unknown,OP_F_any_explicit_title,2026-04
