uid,source,period,title,company_name_canonical,seniority_final,yoe_extracted,text_source,text_len,tech_count,ai_count,soft_skill_count,scope_count,management_strong_count,management_broad_count,education_level,requirement_breadth,credential_stack_depth,tech_density,scope_density,excerpt
asaniczka_d10053dbb3735f9d,kaggle_asaniczka,2024-01,Senior Backend Engineer,CGI,mid-senior,8.0,llm,1004,12,0,1,1,0,2,none,15,4,11.952191235059761,0.9960159362549801,"| hands-on expertise team. back-end scrum , closely evaluate features. , designing, , , off-the-shelf software. including , , , roadmap. ’ priorities. evolves. , , important. back-end self-motivated , time-management, interpersonal skills. "
linkedin_li-4359113643,scraped,2026-03,Principal Software Engineer,BuildOps,mid-senior,,llm,988,12,0,0,2,0,0,bs,15,3,12.145748987854251,2.0242914979757085,", , , objectives highest level. , industry. continual refinement roadmap, defining approaches platformization , ingestion , , financial/accounting systems. , gaps ensuring strategy. ** ’ ** | * contributions * proactively identify conflicts"
linkedin_li-4397198551,scraped,2026-04,Senior Machine Learning Engineer,Logisoft Technologies Inc,mid-senior,13.0,llm,964,8,5,0,1,0,0,none,15,4,8.298755186721992,1.037344398340249,": \ (mandatory) : : ** , , initiatives. , delivering production-grade ml , ensuring standards. requires hands-on , mlops expertise, experience. **ml \& ** * , , (classification, regression, , forecasting) * , , tuning, * , , **mlops \& prod"
asaniczka_ef3f5e394434edf9,kaggle_asaniczka,2024-01,Senior .Net Developer,Polar IT,mid-senior,,llm,942,14,0,0,0,1,0,none,15,2,14.8619957537155,0.0,"( ) | 8+ 1-2+ aws bachelor’ field. ’ | aws platform. , , ranging , restful/graphql api’ , & , backend sql databases. translate requirements, understand , responsibly systems. tasks independently adhering deadlines. collaboratively , , , ’ ,"
asaniczka_c72e1e5245a80154,kaggle_asaniczka,2024-01,Software Engineer- Java (Hybrid),Luca Talent,unknown,,llm,922,12,0,2,1,0,0,none,15,3,13.015184381778742,1.0845986984815619,"backend engineer- - ai ai revolutionize workforce. exciting ai , backend engineers. unfortunately, sponsorship position. | – , , , , end-to-end & translating requirements detailed terms , modules, algorithms proposed solution. existing reus"
linkedin_li-4393483086,scraped,2026-04,Senior Frontend Developer,Hire'in Solutions,mid-senior,3.0,llm,919,13,0,1,0,0,1,none,15,3,14.145810663764962,0.0,"**frontend/full-stack ** ** / full-stack – next.js, node.js \& graphql** ** :** | * – * \ next.js * hands-on delivering production-grade node.js graphql server-side rendering ( ), ( ), api-driven architectures node.js graphql. comfortable ,"
asaniczka_ad0cdf883c8c2083,kaggle_asaniczka,2024-01,"Lead / Staff Full Stack Software Engineer (Bangkok based, relocation provided)",Agoda,mid-senior,7.0,llm,910,11,0,1,1,0,0,bs,15,5,12.087912087912088,1.098901098901099,"products. front-end including , , , , post-booking , more. localized user platform. include websites, , sites. end-to-end including user , , backend , systems. accomplish having , ci/cd , modularized approach. next strives , , skills. / con"
linkedin_li-4385796696,scraped,2026-03,Junior AI/ML Engineer (Remote),FocusKPI Inc,entry,,llm,902,8,6,1,0,0,0,none,15,3,8.869179600886918,0.0,": (full-time) : ai/ml ai chatbot system. ai databases, , decision-making. hands-on llm-based chatbot/agent , including prediction integrating workflows. client-facing requiring , , fast-paced environment. | * ai chatbot/agent * llm-based un"
linkedin_li-4382521569,scraped,2026-04,Senior Software Engineer - AI Platform,Hinge Health,mid-senior,5.0,llm,894,11,2,0,1,0,2,none,15,4,12.304250559284116,1.1185682326621924,"** ** providing , evidence-based ( ) pain. , ai intelligence. ’ ai team. , ’ contribute ai ’ ai workflows. enjoy , owner-operator production. , , node.js, typescript, , nestjs, graphql, , aws, postgres, , , redux. trunk-based ci/cd, securit"
linkedin_li-4379200248,scraped,2026-03,Senior Software Engineer - Full Stack,U.S. Bank,mid-senior,5.0,llm,889,14,0,0,0,0,0,none,15,2,15.748031496062993,0.0,", , , experiences. self-motivated organization. takes artifacts produced adhering minimal experience. principles. ** :** | * designing, , , maintaining * takes consistently production-ready testable * consistently adhering ; considers , sys"
arshkon_3886847226,kaggle_arshkon,2024-04,Senior Frontend Engineer,WeTravel,mid-senior,,llm,881,12,0,1,2,0,0,none,15,3,13.620885357548241,2.2701475595913734,": : bence crafting user interfaces. possess in-depth , , , you. , cross-functional 9-10 , delivering cutting-edge effectively , participating end-to-end lifecycle. microservices intricate challenges. closely backend seamlessly user-facing s"
asaniczka_5a85f9e7bb90a7dd,kaggle_asaniczka,2024-01,"Senior Manager, Software Engineering - Full Stack - Data Ventures",Walmart Data Ventures,mid-senior,12.0,llm,837,8,0,1,1,3,1,ms,15,6,9.55794504181601,1.1947431302270013,"summary... ' do... , , 10+ / engineering. delivering capabilities products. ' | , high-performing team. technically. involved required. long-term roles. ( ) , ( ) , , bengaluru maintain geography delivering globe. , you. ' bring | - b.e/b.t"
arshkon_3800272386,kaggle_arshkon,2024-04,Data Science Software Engineer,Sovrinti,unknown,2.0,llm,811,12,0,0,1,0,1,bs,15,4,14.796547472256474,1.2330456226880395,", , self-starter brings , (dsda) contribute used (bess) seeing growth. closely cross-functional requirements, , , participate , update stakeholders. , , , cloud-based used industry. features. documentation skills. , python-based development"
linkedin_li-4390294099,scraped,2026-03,Rockstar Full Stack Software Engineer (2+ years - Senior Level),Black Cape,mid-senior,2.0,llm,786,12,2,0,0,0,0,none,15,3,15.267175572519085,0.0,"** :** | ( \ - ) ** :** | ts/sci ***** ****** *** citizenship issued , you. requirement job.*** * ( ) ( ) accomplish * cloud-native full-stack , , capabilities * ! engineer-led needs. , repeatable , , approaches frequent users bring , integ"
asaniczka_aaa29b7a6593786d,kaggle_asaniczka,2024-01,Lead Full Stack Cloud Engineer,CVS Health,mid-senior,5.0,llm,784,14,0,0,0,0,0,none,15,2,17.857142857142858,0.0,"summary | enterprise/web/cloud application. , modify, , , , , microservices user react/angular, high-complexity, high-performance browser , including , , optimization. discussions providing , , restful api java/python containerize api gke. "
asaniczka_cb3bac76d7cec31e,kaggle_asaniczka,2024-01,Senior Software Architect,PlanHub,mid-senior,10.0,llm,696,10,1,1,2,0,1,none,15,5,14.367816091954023,2.8735632183908044,"& , requires full-stack , , , javascript, , html, xml, xslt, json, third-party , , , databases angular, laravel, , jquery, , , mysql aws cloud. tasks include , prototyping , re-architecting functionality address , , , , , , code. | end-to-e"
linkedin_li-4397175999,scraped,2026-04,Senior Full Stack Engineer,Fidelity Investments,mid-senior,5.0,llm,695,12,0,1,1,0,1,none,15,4,17.26618705035971,1.4388489208633093,"** ** | ** full-stack ** ** ** , user underlying needed presence. ’ entire , taking , , teams. * angular , rxjs, redux/ngrx typescript environment. * willingness , ios * , architectures (micro-frontend, , module ), used websites * , ci/cd p"
asaniczka_28cc0fba10409720,kaggle_asaniczka,2024-01,"Data Engineer, LLM",Genentech,unknown,1.0,llm,667,10,0,1,2,0,0,bs,15,5,14.992503748125937,2.998500749625187,"molecule system. ’ success. , problem-solving, modeling. closely ml researchers end-to-end workflows including , interfacing (gred) cutting-edge , , , , closely cross-functional gred problems , including analyzing algorithm issues. gred for"
linkedin_li-4369823449,scraped,2026-03,Principal Cloud Engineer,AbbVie,mid-senior,8.0,llm,2455,10,1,0,1,1,0,none,14,5,4.0733197556008145,0.4073319755600815,"** ** , aws bts. hands-on , , , enterprise-scale aws , implementing cloud-native architectures, , ai-driven , regulated environment. ’ example—delivering robust, , aws — ’ transformation. ’ : * , , documenting reuse. * aws-based , api , , ,"
linkedin_li-4390983142,scraped,2026-03,Python developer with network automation,Pull Skill Technologies,unknown,,llm,2388,14,0,0,0,0,1,none,14,1,5.8626465661641545,0.0,"** : ** ** experience.** ‑ ‑ aws, workloads kubernetes, ‑ ‑ configuration‑ ‑ gitops. , observable, , closely and/or teams. performed | * , , maintain microservices , routing, , control-plane services. * dashboards (e.g., angular typescript)"
asaniczka_0ac3213f3ce99711,kaggle_asaniczka,2024-01,Senior Software Engineer,Luminator Technology Group,mid-senior,5.0,llm,2126,11,0,0,2,0,2,none,14,3,5.174035747883349,0.940733772342427,": | mgr. : | % positions supervised: | collaborating mset design. roadmap workflows. utlizes capabilities navigates roadmaps customers. additionally, provides mset effectively encoding adequate mset base. effectively, problems, willing hand"
asaniczka_b09db40d1af338d8,kaggle_asaniczka,2024-01,Software Development Engineer III,GM Financial,unknown,4.0,llm,2020,11,0,2,0,0,2,none,14,3,5.445544554455446,0.0,"(sde) contributes scrum team. specialization, participate development. adaptable knowledgeable domains enables gaps commitments. sde devsecops utilize capabilities demands customers. , intellectually implementing cutting-edge capabilities s"
arshkon_3898168823,kaggle_arshkon,2024-04,"Full Stack Java Developer @ Fort Worth, TX - 9 Months with EXT - Hybrid Role ONLY ON W2 WITH IN-PERSON INTERVIEW",CBase Inc,mid-senior,5.0,llm,1960,12,0,0,0,0,0,bs,14,3,6.122448979591836,0.0,"w2hybrid glider ( , , angular,& junit) : : , ( )duration : ext : , ,h1-b : | - 2+ - proficiency - proficiency demonstrated following : j2ee : , jsp, , jaxb, jdbc, ejb persistence : hibernate, , object/relational , query tuning cloud-based :"
asaniczka_ac4066913d821c97,kaggle_asaniczka,2024-01,Principal Software Engineer (QA and Test Automation),Safran,mid-senior,5.0,llm,1867,13,0,0,0,0,0,none,14,2,6.963042313872522,0.0,"summary | qa , cross-disciplinary in-flight (ife) applying , including on-wing off-wing , software. closely inter-disciplinary participate , , , , ifec methodologies. self-starter, , , , environment. duties : | establish procedures measure "
arshkon_3903445676,kaggle_arshkon,2024-04,AI Engineer/Architect,Hyperion Technologies LLC,mid-senior,5.0,llm,1863,4,4,3,1,1,2,none,14,6,2.147074610842727,0.5367686527106817,"duration: : , including product. ai , including generative ai, , processing. identify requirements needs. architectures volumes traffic. maintain applications. up-to-date ai cloud-native , improve outcomes. closely cross-functional , includ"
asaniczka_8b5956620944bbf9,kaggle_asaniczka,2024-01,"Mainframe Software Engineer I, II or Senior",Global Payments Inc.,mid-senior,2.0,llm,1840,12,1,0,0,0,0,none,14,3,6.521739130434782,0.0,"scrum include scrummaster, , , , counterparts capabilities , detailed user , , mock-ups, diagrams, outlining implemented non-functional requirements, architectures , adherence , implementing validating requirements adequately addressed part"
asaniczka_0bcd22333cb7e5a1,kaggle_asaniczka,2024-01,Quality Assurance Engineer,Sky Solutions,unknown,,llm,1804,11,0,0,2,1,2,none,14,3,6.097560975609756,1.1086474501108647,"provides mitigate defects increase , , ' end-to-end ' , , automation. architecting , , manual applications. demonstrates , , mentorship possessing programming/test set. prioritization , , activities. accomplished methodologies frequent rele"
linkedin_li-4367513192,scraped,2026-04,Senior Staff Software Engineer - Cloud,Brain Corp,mid-senior,3.0,llm,1755,6,2,2,2,1,0,none,14,6,3.4188034188034186,1.1396011396011396,"** ** : - ( ) ’ large-scale, high-availability ’ platform. , manages ingestion , , , insights. , contributing hands-on , , next-generation services. closely ml , , cloud-based volumes inference scale. ** :** | * , providing mentorship, , ma"
arshkon_3900959497,kaggle_arshkon,2024-04,Lead Automation Testing Developer,TekWissen ®,mid-senior,5.0,llm,1751,11,0,1,0,1,2,none,14,4,6.282124500285551,0.0,": language.pytest runner.pytest-fixtures initializing , consistent tests. including datasets.requests: http ™ http requests - flask simulating dependent microservices.saucelabs cloud. - appium ui devices.playwright ui appjob : mid-level , ,"
linkedin_li-4393153414,scraped,2026-03,"Senior Platform Engineer, Enterprise Data","Arrowstreet Capital, Limited Partnership",mid-senior,5.0,llm,1708,11,0,0,2,0,1,none,14,3,6.4402810304449645,1.17096018735363,"** ** | hands-on , , platform. , participate bring analytics. closely colleagues understand improve contribute optimizing , including endpoints adapted requirements. ci/cd, infrastructure-as-code, , , observability , closely including , tea"
linkedin_li-4372651079,scraped,2026-04,Sr. Site Reliability Engineer,PitchBook,mid-senior,5.0,llm,1680,11,0,1,0,1,0,none,14,4,6.5476190476190474,0.0,"( ) ’ , evolving automatically reliably consistently. conjunction , objectives (slos) determine objectives. utilize , , maintaining , operate large-scale integrations. incorporate observability ( , , tracing, alerting), , , eliminate failur"
linkedin_li-4387785425,scraped,2026-03,Senior Software Engineer - Cloud Fullstack,Rivian and Volkswagen Group Technologies,mid-senior,2.0,llm,1680,11,0,0,1,1,1,none,14,4,6.5476190476190474,0.5952380952380952,"** summary** | ** ( ) ** massively robust ingress egress vehicles. openings throughput , , updates. operate communicate cloud. next ( ) r \| designing, , maintaining high-performance, low-latency, robust, , systems. r \| ’ , collaborating c"
asaniczka_473a24ccb99de7bb,kaggle_asaniczka,2024-01,Software Architect,Snap-on,mid-senior,3.0,llm,1597,10,0,0,2,1,1,none,14,4,6.261740763932373,1.2523481527864746,", , intranet, extranet, client-server c# , mature process. , , qualities. expect contributing , mentorship, ambitious roadmap services. | , members. cross-functional understand requirements translate offline-first client-server c# applicati"
asaniczka_027bca82ca74e527,kaggle_asaniczka,2024-01,"Staff Machine Learning Engineer, Series A",Commitment Full-time,mid-senior,1.0,llm,1588,6,2,1,3,0,1,phd,14,6,3.7783375314861463,1.8891687657430731,"all. biomarker depression speech. ' , researchers cutting-edge models. ml , communicate recent findings, , requirements ml team. seamlessly ml production. , ' clinically validated datasets. ml core-product including investigating, , executi"
arshkon_3903832206,kaggle_arshkon,2024-04,Full Stack Java Developer,CACI International Inc,unknown,7.0,llm,1579,11,0,1,0,0,2,bs,14,4,6.966434452184927,0.0,"percentage : % : worked delivering deployable sprints. scrum providing releasable cycles. customer-defined developers/engineers, , users processes. designing, , implementing capabilities modernized oversightacting collaborating takes succes"
linkedin_li-4328994065,scraped,2026-04,"(USA) Principal, Software Engineer",Walmart,mid-senior,3.0,llm,1555,5,4,1,3,0,2,none,14,5,3.215434083601286,1.9292604501607717,"summary... next ’ engineering. , , ai/ml proactively , , ’ platforms. operate , , —translating actionable tangible ' do... | ai/ml \& * , fine-tune, generative ai (including llms) (e.g., , ai) , , remediation. * llm-based multi-step , groun"
linkedin_li-4392263862,scraped,2026-03,.Net Full Stack Developer,Infosys,mid-senior,4.0,llm,1550,12,0,0,1,0,0,none,14,3,7.741935483870968,0.6451612903225806,"** -** , proficiency including requirements elicitation, design. important high-level artifacts. deliverables module, types , , warranty. * bachelor’ institution. lieu * commuting , willing relocate area. require locations * employer-based "
linkedin_li-4393038157,scraped,2026-04,Software Engineer,Mount Indie,unknown,6.0,llm,1517,9,2,1,1,0,0,none,14,5,5.932762030323006,0.6591957811470006,"cloud-native \ (ndds), mugu, california. ** ** * cloud-native , won' code. ' ndds platform. ' , , high-availability, microservices cutting-edge platforms. , tangible highest importance. specifically: * \& : robust, microservices, next-gener"
linkedin_li-4389936522,scraped,2026-03,Senior AI Machine Learning Engineer,ThinkTrends,mid-senior,7.0,llm,1516,7,5,1,0,0,2,none,14,4,4.617414248021108,0.0,"| ** ai ** | ** \ ** ai team. , ' , , , , actions problems. ai environment. ** ** ** ai ** * ai (llms) * multi-agent , communicate, coordinate * capabilities decision-making * tool-using , databases, * stateful interactions ** \& ** * llms "
asaniczka_efc4ca39e8c37476,kaggle_asaniczka,2024-01,Sr Java Engineer,Labcorp,mid-senior,10.0,llm,1489,9,0,1,1,2,1,none,14,5,6.044325050369375,0.6715916722632639,"searching expert-level industry. formed contribute implementing (restful ) applicant challenged cutting-edge java/linux-based virtualized , (iaas) applicant workflows prospective , including , , , coaching/mentoring adopting platforms. team"
linkedin_li-4390388156,scraped,2026-03,Full Stack Developer,Stefanini North America and APAC,unknown,3.0,llm,1467,12,0,1,0,0,0,none,14,3,8.1799591002045,0.0,"expertise scale. categories: backend , microservices robust , full-stack , ui/ux , platform. hands-on ci/cd, independently , , , efficiently. ** ** | * : , , maintain microservices real-time gcp. * service-oriented (soa) microservices: soa "
linkedin_li-4391678875,scraped,2026-03,Senior Software Engineer,Envoy AI,mid-senior,4.0,llm,1454,7,4,0,2,0,0,none,14,4,4.814305364511692,1.375515818431912,"brokerages , chasing updates, jumping dozen tools. ' end. makes , , verifies , sends check-ins, chases documents. ' 3pls shipments today. : orchestrating thousands , executing workflows real-time, integrating decades existed. ' full-stack e"
linkedin_li-4389758800,scraped,2026-03,Senior Fullstack Software Engineer,Apex Systems,mid-senior,8.0,llm,1400,12,0,0,1,0,1,none,14,3,8.571428571428571,0.7142857142857143,"following : * \ * ‑ : ; ‑frontends ( \ ), ui workflows (drag/drop, , ‑ ), builder. * ‑ : node.js (express/hapi), sequelize orm → postgres; rabbitmq; ; permissions models. * aws : , , sns, dynamodb, , opensearch, , elb; eks/kubernetes ; host"
linkedin_li-4304582967,scraped,2026-04,Staff Software Engineer,Zinnia,mid-senior,4.0,llm,1330,11,0,0,2,0,1,none,14,3,8.270676691729323,1.5037593984962405,", execute , frictionless, api-first , end-to-end \& annuities industry. reusable, , discoverable , enabling , consistent, maintainable enterprise. , api expertise, delivery. combine hands-on , ensuring strategically implemented. ** ’ ** | *"
linkedin_li-4344085010,scraped,2026-04,AI/ML Engineer,FTI Defense - Frontier Technology Inc.,unknown,6.0,llm,1322,0,12,0,1,0,0,none,14,3,0.0,0.75642965204236,"( ) hands-on ai/ml , , missions. focuses execution , thrives , enjoys end-to-end , takes seeing systems. ** ** | * , , ai/ml objectives. * , , fine-tune pytorch, tensorflow, scikit-learn, hugging , langchain. * operationalize mlops (mlflow,"
asaniczka_dd17f17d7ad7ac21,kaggle_asaniczka,2024-01,Senior / Principal Full-Stack Enterprise Developer,EG America,mid-senior,7.0,llm,1319,8,0,1,2,1,0,ms,14,6,6.0652009097801365,1.5163002274450341,"full-stack ( ) designing, & ( , & ) demonstrated , including , , , debugging, methodologies. cross-functional ' cycle. comfortable front-end back-end , libraries. participate & applications. maintain/optimize existing directed. continuously"
arshkon_3904969494,kaggle_arshkon,2024-04,Full Stack Engineer,Seneca Resources,unknown,3.0,llm,1295,11,0,1,1,0,1,none,14,4,8.494208494208495,0.7722007722007722,", c2c. | : developerlocation: , vaenvironment: on-siteposition : long-term contractpay : $78/hr. : , designing, , maintaining robust facilitate , , datasets. expertise , , , users. : maintain , , analytics.utilize solutions.implement , ique"
linkedin_li-4391124543,scraped,2026-03,Software Engineer 4,PTR Global,unknown,5.0,llm,1290,11,0,0,1,1,1,none,14,4,8.527131782945736,0.7751937984496124,"** :** ** :** , used execute statistical , approvals. enables statisticians datasets statistical models. manages evolves , migrated (gcp) complexity workloads requires proficiency gcp, , containerized microservices, processing. , large-scal"
asaniczka_8c4ab52353a302b8,kaggle_asaniczka,2024-01,Software Engineer Lead-AWS Cloud,USAA,unknown,6.0,llm,1282,12,0,0,1,0,2,none,14,3,9.360374414976599,0.7800312012480499,"enthusiastic modernization journey. premises premises experience. plays , , validations process. complaint manner. expertise objectives sensitive execution & self-starter “ ” improvement. provides delivering include analyzing requirements, "
asaniczka_ad1151c458366f74,kaggle_asaniczka,2024-01,Principal Full Stack Developer - NodeJS,Hub Group,mid-senior,3.0,llm,1273,10,0,1,2,0,2,none,14,4,7.855459544383346,1.5710919088766693,", large-scale (cloud-based ) taking , , , organization. , utilize in-depth delivering expertise hands-on embodies delivering high-quality strategically products. critically evaluate trade-offs contending implementations communicate stakehol"
arshkon_3906250673,kaggle_arshkon,2024-04,"Associate, Java/J2EE Backend Developer",BlackRock,unknown,5.0,llm,1246,9,0,2,1,0,0,bs,14,5,7.223113964686998,0.8025682182985554,"backend , ' called aladdin. : paced thinker: analyze way. teammate: collaboratively communicate effectively. learner: quickly. include | multi-office, multi-country environment. , , fault tolerant systems. significantly contribute ’ , multi"
linkedin_li-4391094368,scraped,2026-03,Full Stack AI Developer,InSite,mid-senior,3.0,llm,1244,8,4,0,1,0,0,none,14,4,6.430868167202572,0.8038585209003215,"** – ai ** ** :** | \& ai ** ** mid-to-senior ai ( \ ) , , , ai/ml production-grade environment. requires understands : | * ai , including llms, , , * , , full-stack ai operate real-world , , data. ** ** **ai \& ** * , , fine-tune, ml/ai ( "
linkedin_li-4389915141,scraped,2026-03,Senior Full Stack Engineer,Fidelity Investments,mid-senior,6.0,llm,1226,12,0,0,1,0,2,none,14,3,9.787928221859707,0.8156606851549756,"** ** | ** –** deeply entrenched , , robust, initiatives. ** expertise ** * \ designing implementing end-to-end facing * bachelor’ , , * scrum * front-end including angular ( \ ), node.js, html/css, javascript typescript, , other. * ( \ ), "
linkedin_li-4390885884,scraped,2026-03,DevOps Engineer,Schellman,unknown,2.0,llm,1209,10,2,0,1,0,1,none,14,4,8.271298593879239,0.8271298593879239,"plays maintaining deployments. , independently allowing , excessive impediments. , conveys ""fast-paced "" ' siloed area. * important : regular morning/evening deployments on-call rotations. * identify, , aws , , observability * automation/pe"
linkedin_li-4327290738,scraped,2026-04,"Software Engineer, III",Blue Sage Solutions,unknown,3.0,llm,1187,10,0,1,0,1,1,bs,14,5,8.424599831508003,0.0,", ( ), go-between , ensuring produces , problems varying complexities. comprehend suggestions , , , providing mentorship higher-level team. requires expertise , (specifically ) api integrations. : | * api \& : robust api third-party service"
linkedin_li-4388959268,scraped,2026-03,Sr. Staff Software Engineer,GEICO,mid-senior,15.0,llm,1167,12,0,0,1,0,0,none,14,3,10.282776349614396,0.856898029134533,", improve existing identify problems. execution roadmap modernizing , including modernization, migration. ’ ** breadth** — cloud-native architectures patterns. | ** , ** * * problems * high-scale high-quality , especially legacy-to-modern t"
linkedin_li-4390105239,scraped,2026-03,Principal Software Engineer,"Modern Technology Solutions, Inc. (MTSI)",mid-senior,7.0,llm,1167,9,0,4,0,0,2,none,14,3,7.712082262210797,0.0,"defining next (ussf) communications. \& ( \& ) multidisciplinary environment. \& , , civilians ussf. discussion, identify , requirement gaps, briefings, , tracking items, authoring minutes. ** ** * , , analyze, prototypes and/or multi-disci"
linkedin_li-4373028920,scraped,2026-04,Senior Software Engineer,ModMed,mid-senior,5.0,llm,1147,10,1,1,1,0,1,none,14,5,8.718395815170009,0.8718395815170009,"** summary** | ** ** , , high-performing team. available, high-traffic, robust fast-paced modernizing ! ** ** | * , , , , maintain high-quality, , practices. * closely , ux/ui , requirements, specifications, delivery. * discussions, , contr"
arshkon_3905236869,kaggle_arshkon,2024-04,Senior Software Engineer,Incident IQ,mid-senior,3.0,llm,1135,11,0,2,0,0,2,none,14,3,9.691629955947137,0.0,": ( ) : ( ), ( ) : ( ) : summarywe c#.net top-tier cloud-based application. c#.net. qualifications & : minimum applications. c# / .netstrong c# , including , async/await, generics.experience 5/6+ essential.experience consuming restful api.e"
asaniczka_ecb5f42c2b78f4c1,kaggle_asaniczka,2024-01,Senior Lead AWS Cloud Engineer (Full-Time),Allnessjobs,mid-senior,10.0,llm,1135,10,0,1,1,1,1,none,14,5,8.810572687224669,0.8810572687224669,"aws team. , overseeing , , aws engineers. closely , , aws , , performance. aws , , successfully delivering projects. closely , , automate ' aws , ci/cd automate tasks, containerized python/java. | , , aws execution , cloudformation, ansible"
linkedin_li-4366658798,scraped,2026-04,Sr Software Engineer,Resideo,mid-senior,,llm,1134,10,0,3,1,0,1,none,14,3,8.818342151675486,0.8818342151675485,", millions , , , world-class company-wide initiatives. designing, , integrating iot/connected devices. , intrusion \& services. millions users ( ) , devices. ** duties:** | * available, low-latency backend , customer-facing * , * ’ , best-i"
asaniczka_c56f5224d3342b9c,kaggle_asaniczka,2024-01,Machine Learning Engineer,Tiger Analytics,unknown,7.0,llm,1131,9,3,0,1,0,0,none,14,4,7.957559681697613,0.8841732979664014,"providing , execution, , , reusable implemented production-quality , cross-functional leveraging communicate results. | ml on-going improvements. , , , cleansing, workflows, integrating / large-scale productionnvironments reporting. , , , d"
arshkon_3902360171,kaggle_arshkon,2024-04,"JAVA Fullstack Developer-AWS @ Chicago, IL - 6 Months with EXT - Hybrid Role ONLY LOCAL PROFILES",CBase Inc,unknown,5.0,llm,1118,13,0,0,0,0,1,none,14,2,11.627906976744185,0.0,"profilesposition : : , duration : ext setsnods js apisaws having - , cloudfront, , route53, db, , ec2, , , api etl/ab initio, aws redshift, aws dynamodb, db sql/nosqlexperience restful apisexperience ci/cd, teamcity, githubstrong , liaising"
linkedin_li-4385798888,scraped,2026-03,Senior Full Stack Developer,Zimmer Biomet,mid-senior,6.0,llm,1103,11,0,1,1,0,0,none,14,4,9.972801450589301,0.9066183136899365,"tied pipeline. closely algins firmware needs. utilize , c#, , , grpc, aws. ** ** | * , , maintain backend (asp.net , c#) sql databases high-performance systems. * maintain high-performance c# backend utilizing grpc low-latency systems. * no"
linkedin_li-4390811166,scraped,2026-03,Full Stack Developer,JTEC Consulting LLC,mid-senior,4.0,llm,1100,13,0,0,0,0,0,none,14,2,11.818181818181818,0.0,"** ts/sci polygraph on-site mid-senior environment. current/recent cloud-based designing implementing , , user interface. **duties include:** | * designing implementing ( , , ) * closely translate requirements user incorporate functionality"
asaniczka_79b75dfc8ebf4839,kaggle_asaniczka,2024-01,Senior Full Stack Developer,i3 Verticals,mid-senior,8.0,llm,1070,11,0,1,1,0,0,none,14,4,10.280373831775702,0.9345794392523364,", : | % comfortable back-end programming. designing , ensuring responsiveness , alongside , duties. possess expertise , j2ee, , aws, docker/kubernetes, servers, familiarity front-end , message queues, databases. duties & | maintain user ang"
linkedin_li-4397188789,scraped,2026-04,.Net Lead Developer (W2 Contract),HPTech Inc,mid-senior,12.0,llm,1070,9,1,2,1,0,2,none,14,5,8.411214953271028,0.9345794392523364,"** ** ** ** ** started ai claude tasks workflows, ** : full-stack development. requires , flows involving relational databases, \& analytics. alongside , , , applications. ** :** | * .net/sql web-based integration. * modernizing future-read"
asaniczka_51f10db3026ce30b,kaggle_asaniczka,2024-01,Senior Machine Learning Engineer,Jobot,mid-senior,5.0,llm,1066,5,5,1,1,0,0,phd,14,6,4.690431519699812,0.9380863039399625,"| exciting ! ai enablement delivering ml expertise happen. nearly cpu, gpu, tpu; biologists, , necessary ml , approaches , fine-tuned derived bioengineering. evaluating ml , types way. archaeology, debug kubeflow flyte, quickly codon , ’ , "
linkedin_li-4330460104,scraped,2026-04,"Lead, Software Engineer - PGIM Global Wealth (Hybrid, Newark, NJ)",PGIM,mid-senior,8.0,llm,1064,10,0,2,1,0,2,none,14,4,9.398496240601503,0.9398496240601504,"** ** full-stack development. ’ including , analytics. requires , flows involving relational databases, \& analytics. alongside , , , applications. ** ** * .net/sql web-based integration. * modernizing future-ready * conducting reviews. * c"
arshkon_3901396100,kaggle_arshkon,2024-04,ReactJS Developer,"Denken Solutions, Inc.",unknown,3.0,llm,1062,11,0,1,1,0,1,none,14,4,10.357815442561206,0.9416195856873822,": ( )node.jscloud developmentmicroservicesweb apiazure ( )kubernetes minimum qualifications:bachelor’ , , field.3 - 5+ , javascript frameworks.proven expertise designing implementing micro-frontend architectures.strong (html, css/scss, java"
asaniczka_0b7a445440a558b6,kaggle_asaniczka,2024-01,Principal Software Engineer - Big Data,Warner Bros. Discovery,mid-senior,8.0,llm,1050,9,1,2,1,0,0,none,14,5,8.571428571428571,0.9523809523809523,", , non-streaming , , , multi-tenant, multi-cloud platform. encompasses designing , , , ensuring , upholding governance, maintaining , enabling all. , prototyping, , experimentation, production. iterating constructing cohesive , decisively "
arshkon_3904419488,kaggle_arshkon,2024-04,Senior Software Engineer,Equifax,mid-senior,4.0,llm,1049,11,0,1,0,1,0,none,14,4,10.486177311725452,0.0,"’ demonstrate , architectures problems including , demonstrate problems deeper needed include , , , scrum troubleshooting gcp aws , , data/metrics maniacal optimizing efx maintaining , devsec, kpis , maintain , slo, slis efx , , , , up-to-d"
arshkon_3905329420,kaggle_arshkon,2024-04,Staff Software Engineer - Interactive Computing,Veritas Search Group,mid-senior,5.0,llm,1047,10,0,2,0,1,2,none,14,4,9.551098376313275,0.0,", convert jupyter notebook streamlined applications. expertise improve functionality, usability, , providing ' low/no capabilities. ' include: | - python- javascript/typescript- jupyter notebooks , ensuring top-tier notebook ' workspaces/id"
