,python,java,javascript,typescript,go_lang,rust,c_plus_plus,c_lang,c_sharp,ruby,kotlin,swift,scala,php,r_lang,sql,bash,perl,elixir,objective_c,react,angular,vue,nextjs,nuxt,svelte,ember,jquery,nodejs,express,django,flask,fastapi,spring,dot_net,rails,laravel,graphql,rest_api,aws,azure,gcp,cloudflare,heroku,digital_ocean,kubernetes,docker,terraform,ansible,helm,argocd,puppet,chef,jenkins,github_actions,circleci,gitlab_ci,buildkite,travis_ci,postgresql,mysql,mongodb,redis,cassandra,dynamodb,snowflake,bigquery,oracle_db,sqlite,sql_server,kafka,spark,airflow,dbt,databricks,elasticsearch,flink,hadoop,beam,tensorflow,pytorch,scikit_learn,pandas,numpy,jupyter,mlflow,xgboost,keras,langchain,llamaindex,rag,vector_database,pinecone,weaviate,chroma,hugging_face,openai_api,claude_api,anthropic,gemini,prompt_engineering,fine_tuning,mcp,llm,ai_agent,copilot,cursor_tool,chatgpt,claude_tool,codex,tabnine,gpt_model,jest,pytest,selenium,cypress,playwright,junit,mocha,datadog,new_relic,pagerduty,grafana,prometheus,splunk,sentry,agile,scrum,tdd,bdd,ddd,microservices,ci_cd,event_driven,serverless
mcp,0.07887092,-0.008057065,0.0014826042,0.026213264,0.01411026,0.003910906,-0.038607847,-0.023683375,-0.016817562,-0.006175441,-0.010259407,-0.017372303,-0.0033467826,-0.0092743095,0.0023129089,-0.009313962,-0.01785444,-0.010642379,0.0029839745,-0.010676149,0.018634776,-0.013289294,-0.0028333564,0.03209342,0.009097356,0.015018541,-0.0013163699,-0.012712464,0.015897363,0.004439258,0.0051946277,0.030662762,0.063288584,-0.004094692,-0.016308246,-0.0069517707,-0.0036345024,0.017660113,0.011921723,0.04444154,0.06120761,0.04170017,0.00089678675,-0.004258296,-0.0023012909,0.039701607,0.030016918,0.016285628,-0.013253939,0.006878361,0.017069183,-0.012516432,-0.00830227,-0.012242642,0.008862931,-0.0045273737,0.0018234819,0.0001461427,-0.004056777,0.0049182097,-0.009271551,0.008031204,0.012357343,-0.003344907,0.011987751,0.021870615,0.009013848,-0.010394347,-0.005617086,-0.016004687,0.014205634,0.004728531,0.02529171,0.012794663,0.015347147,0.0041102194,0.0045553637,-0.0099083865,0.0017843383,0.02772347,0.030510342,0.036103837,0.008273788,0.0047183647,0.009953723,0.046061248,-0.0010692043,0.00030183044,0.28310508,0.099965416,0.29515153,0.058533534,0.067977324,0.04979049,0.027062781,0.1474797,0.026572775,0.07231763,0.15011846,0.105470926,0.20969322,0.08089833,1.0,0.26091805,0.33101338,0.10241514,0.09677032,0.03828327,0.10870407,0.061327532,-0.0012930586,0.02340022,-0.010019712,0.0064473255,-0.009073779,0.00033814576,0.018739954,-0.01187529,-0.0009508741,0.0048500258,0.0022038536,0.011292282,0.007217388,0.015350442,-0.00036063732,0.0031677773,-0.020332215,-0.01688391,-0.011067076,-0.004296938,0.0017066965,0.03235007,0.033215415,0.035390496,0.024150826
llm,0.20712475,-0.03407486,0.0018575158,0.052732836,0.048797946,0.044563603,-0.05506348,-0.04599055,-0.05056545,-0.015101262,-0.025225725,-0.028587304,-0.003652762,-0.023886248,0.0093445135,-0.033019986,-0.049079053,-0.028228393,0.005282072,-0.02051426,0.046676602,-0.042902954,0.0105785625,0.0750102,-0.0029704669,0.014116718,-0.010057824,-0.040640064,0.027515642,0.02185963,0.034286678,0.05976121,0.16578653,-0.039686978,-0.052932452,0.00203873,-0.0062169717,0.04041585,0.014713416,0.08591126,0.068553574,0.11791232,0.021339294,-0.00011880129,0.0075478996,0.06937975,0.06550272,0.00645624,-0.04960297,-0.003570352,0.0033733752,-0.032831453,-0.02630339,-0.05292263,0.015416428,-0.010127573,-0.030588312,0.0035472603,-0.010590887,0.035588495,-0.020392474,0.000761523,0.03568728,-0.014434301,0.012727767,0.03352358,0.032586586,-0.020337457,-0.009100936,-0.057488963,0.004749819,0.031788733,0.048830908,0.01708149,0.059058286,-0.0030452346,0.027860167,-0.019410491,0.008566707,0.1921646,0.23749757,0.12395091,0.062691934,0.06113215,0.018295513,0.12832415,0.036621142,0.04974034,0.39790156,0.22867051,0.5154903,0.115880884,0.21309532,0.1677477,0.12074212,0.232273,0.080534555,0.0627174,0.2203118,0.15827739,0.42400172,0.30773562,0.26091805,1.0,0.49397627,0.13936546,0.11738039,0.072161704,0.112067655,0.087660484,0.002654214,0.095567636,-0.018757168,0.015851663,-0.028171225,-0.0036016908,0.012572048,-0.027339766,-0.010209501,0.008280029,0.0068678563,-0.00050074095,0.003359662,0.009351933,-0.025708012,0.00059722504,-0.08648533,-0.056146134,-0.02892489,-0.023710532,-0.0073295487,0.032542516,0.042982694,0.06863713,0.014115701
ai_agent,0.1443718,-0.03433744,0.005741148,0.06265203,0.05617563,0.01040299,-0.073090985,-0.048888847,-0.04371059,-0.009157398,-0.017439166,-0.026751125,-0.010251998,-0.01713697,-0.0019819285,-0.03993072,-0.046673704,-0.018641308,0.0026339926,-0.019104458,0.053290013,-0.03778147,0.011990606,0.07140369,0.007950594,0.017673094,-0.009235152,-0.03327509,0.025271071,0.002469123,0.030416066,0.04315052,0.15082565,-0.026600234,-0.04435634,0.008154292,-0.005919424,0.041775204,0.009865857,0.07404223,0.058709037,0.09340713,0.015287827,-0.009321496,-0.0011078248,0.0592412,0.044017043,0.012588039,-0.03408757,0.006729641,0.00594538,-0.025114229,-0.018932644,-0.043443605,0.02207935,-0.007758928,-0.021772772,0.0076828203,-0.008880366,0.033869725,-0.01856044,0.00010149875,0.047902714,-0.00036716112,0.007541238,0.036384415,0.016710907,-0.018373646,-0.010683118,-0.04229686,0.024055332,0.0074539515,0.03181725,0.014095709,0.040493473,-0.0023517588,0.03745493,-0.026888559,0.0014197801,0.074722484,0.10367856,0.066909604,0.029574184,0.020833548,0.0013469337,0.06793596,0.018847873,0.011160588,0.35705364,0.15883203,0.42052346,0.08489591,0.16994838,0.11926312,0.07859354,0.15053578,0.05019361,0.06311564,0.17394277,0.15170448,0.319581,0.1862029,0.33101338,0.49397627,1.0,0.15480222,0.1367995,0.04168367,0.15997294,0.10510954,0.0041616657,0.045238696,-0.0151673,0.006155071,-0.024397062,-0.011611475,0.02049505,-0.024581226,-0.010392887,0.0055112764,0.0027224715,0.018730985,0.000646417,0.0069930246,-0.017071236,0.015535763,-0.067985766,-0.048672482,-0.017056806,-0.014471116,-0.0010493197,0.03309729,0.044179074,0.08156425,0.024228616
copilot,0.030803114,0.040475264,0.056725606,0.04055229,0.0059335893,-0.0047744834,-0.032055184,0.0016077756,0.03555112,2.4074081e-05,0.010439537,0.0044320202,-0.007557599,-0.009039059,-0.010077801,0.026129277,-0.012780753,-0.006170181,-0.0036355886,0.002616312,0.06936583,0.041648496,0.02625154,0.036155194,0.023034219,0.010366939,-0.0013001268,-0.0050837826,0.030696228,0.012170132,0.016026879,0.03845548,0.05340284,0.041088764,0.042784713,0.006703132,-0.00026509084,0.041187268,0.06811849,0.043821882,0.059751462,0.029979886,0.016123153,0.020467833,0.0029401623,0.030655028,0.043942586,0.013288984,-0.024120336,0.005723259,0.019338991,-0.01683003,-0.013633341,0.018928068,0.049260996,0.008469305,0.001932182,0.007340473,0.0013759369,0.04436939,0.0072802906,0.021455506,0.01605285,0.0068917577,0.028599441,0.015269075,0.008433495,0.000751717,0.009797692,0.020293726,0.02352316,-0.0077999057,0.0036772895,0.006903475,0.008025387,-0.008061026,-0.0030295162,-0.0061234366,-0.010637243,0.008278674,0.0034230903,0.0028662723,0.010249515,0.006340766,0.0032736196,-0.0007118538,-0.0038039573,-0.0057853935,0.0861728,0.028642552,0.079191655,0.02313286,0.022987062,0.011398287,0.022301622,0.014615408,0.036877032,0.0052927216,0.07899901,0.1190038,0.14376648,0.041242104,0.10241514,0.13936546,0.15480222,1.0,0.38649398,0.25399804,0.2784426,0.1459367,0.06301862,0.013882544,0.01606763,0.0123339305,0.014418705,0.027219296,0.05164777,0.013705579,0.0015659435,0.025713151,0.010401142,0.015046595,0.0010036372,0.0059377737,0.00028888677,0.005669982,0.019018281,0.0148629835,0.020486683,0.002892693,0.021076674,0.063565105,0.07970035,0.076564714,0.035407685
cursor_tool,0.030994143,0.010065047,0.05749505,0.07332547,0.03486148,0.01070493,-0.028372824,-0.020468017,-0.00022451323,0.015124372,0.030541785,0.0011679167,-0.011582899,0.012751126,-0.0067727235,0.0069614453,-0.017244535,-0.009965207,-0.0011877511,-0.005877564,0.08288993,0.0016289586,0.030367255,0.07168051,0.008629049,0.030793356,-0.005202259,-0.004768841,0.046516676,0.014890312,0.022387918,0.018353652,0.042399347,0.010382143,-0.00018917925,0.023900522,0.010043843,0.047240313,0.017129647,0.035306707,0.00942858,0.029588502,0.018461889,0.025501104,0.013416998,0.029123658,0.02967447,0.016007805,-0.0173461,0.011098259,0.028752847,-0.0077050524,-0.006248278,-0.010786821,0.042875845,0.018472383,0.0052599562,0.025501104,-0.004187635,0.06695448,0.019565625,0.011671331,0.027676826,0.0037013541,0.032808837,0.00955473,0.0042754,-0.007209413,0.0071644466,0.00032953813,0.023840146,-0.001050915,0.023939217,0.0114665115,-0.00538376,-0.0064366222,0.00066940364,-0.008721251,-0.008079932,-0.007877181,-0.0040510567,-0.0014896801,-0.0005969794,-0.0006812913,0.0065303384,0.00069360563,-0.0050570867,-0.0031266802,0.07851109,0.015306695,0.059015922,0.014032407,0.033295214,0.030228727,0.011997923,0.013732839,0.012688207,0.027342783,0.092325844,0.08146598,0.08181952,0.027668243,0.09677032,0.11738039,0.1367995,0.38649398,1.0,0.10406134,0.47868916,0.26549947,-0.0013347685,0.019183995,0.016877113,0.005659451,-0.0041538696,0.026513081,0.045886874,-0.0075507388,-0.0040868833,0.027372777,0.0034430844,0.010601797,0.0014384977,0.00029281664,-0.0025085004,0.015223805,-0.017218186,-0.005119411,0.0022371393,-0.0063919383,0.0052082012,0.017845264,0.047248222,0.05120525,0.024337597
chatgpt,0.018873256,0.01181769,0.0040061055,0.009100685,0.006374149,0.00049095036,-0.016653836,0.0014073681,-0.005062083,-0.004128465,0.00633843,0.0032419146,0.0008365164,-0.0018934957,-0.005403131,0.0042376984,-0.0039977604,-0.0050077075,-0.0030187692,-0.00390353,0.014967763,0.011535952,0.002541645,0.0067788805,-0.0019312289,0.0073566465,-0.0031611396,-0.009007729,0.0085207,0.008076405,0.0029846395,0.0019034337,0.009748917,0.015313503,-0.002893814,0.005913764,-0.004087801,0.022347968,0.025351215,0.020307457,0.020593693,0.020193746,-0.00023951873,-0.0026710087,-0.0014434806,0.010225528,0.015072486,0.0006624979,-0.012760669,-0.0034364942,0.010846727,-0.008708087,-0.00865629,-0.00738565,0.008826454,0.0054315114,-0.0051898337,-0.0026710087,-0.002544606,0.025686277,0.0016740445,0.004520596,0.0029070813,-0.00034705817,0.005446115,0.021615587,0.0031374025,-0.0065198364,0.001756587,0.00674962,0.015458506,-0.0013943998,0.006084532,0.0065576867,0.0014089429,0.006567517,0.004391693,0.006728499,-0.0049097505,0.025359878,0.022012062,0.0005324755,0.007813262,0.002064123,0.0045627677,0.001982958,0.0029777905,-0.0037503908,0.02688307,0.012920937,0.04333174,0.004290092,0.021526288,0.015933573,0.01372572,0.004006521,0.052996922,0.02786953,0.06072534,0.12230858,0.054545622,0.019855317,0.03828327,0.072161704,0.04168367,0.25399804,0.10406134,1.0,0.06790941,0.04245198,-0.00081106875,0.01686463,0.003965258,0.00034668078,0.0022856013,0.0068850024,0.0092473645,0.0018920987,-0.004154683,0.012539809,0.00019575251,-0.003491924,0.0006193031,0.0011522524,0.0035096253,0.0036787635,-0.0031317954,-0.0033178218,0.007491252,0.0010225131,-0.0022271315,0.02324647,0.020541787,0.035741065,-0.00049374916
claude_tool,0.026923629,0.0036945161,0.051383507,0.06940406,0.022505952,0.02113396,-0.025451612,-0.01830022,-0.0020807497,0.007850059,0.024987495,0.0017892163,-0.009298524,0.014666616,-0.00568443,-0.0021426287,-0.020663528,-0.012164659,-0.00030787606,-0.00805289,0.07311232,-0.0025480965,0.03363134,0.060522508,0.003653239,0.01685458,-0.0007068325,-0.010030759,0.040833715,0.0036732464,0.021754693,0.015948322,0.035416912,-0.0054283496,0.006462707,0.014872937,0.0062796446,0.030209793,0.024195705,0.031959686,0.00062189787,0.017711416,0.010486352,0.014905277,0.0065789814,0.020331232,0.024813559,0.012265121,-0.016476462,0.009723134,0.021654502,-0.012934453,-0.011385075,-0.018824307,0.036580276,0.010538415,0.0015980721,0.01018712,-0.0037796004,0.04810357,0.014471763,0.0062345783,0.020073943,0.0012679588,0.020884605,0.009029602,0.0042335163,-0.0077397577,0.0019266888,-0.0033717263,0.0072857523,-0.013846828,0.021084148,0.022578457,-0.0017732217,-0.006892748,-0.0032647918,-0.01030582,-0.00729264,-0.007179871,0.00040833952,-0.0018796126,0.0023242135,0.00015200187,-0.00032398113,0.0049818894,-0.0004616878,-0.0022064357,0.07207978,0.023148503,0.067788266,0.016940044,0.028404608,0.023796936,0.0028144603,0.00085455313,0.014905277,0.057718404,0.09792045,0.07788486,0.09057274,0.029914958,0.10870407,0.112067655,0.15997294,0.2784426,0.47868916,0.06790941,1.0,0.34955543,-0.0012047114,0.046720218,0.011462916,-0.0024291573,-0.010278998,0.011220567,0.02646853,-0.006800556,-0.003132683,0.023169588,0.0015935207,0.0020373869,-0.0037437845,0.017439606,-0.010223855,0.012756974,-0.015892426,-0.008156198,-0.0014910031,-0.0059016864,0.016686983,0.014558382,0.033586342,0.052926708,0.02828194
codex,0.022394357,-0.008988556,0.021467956,0.041402884,0.007226112,0.020035304,-0.01717333,-0.006217759,-0.003797992,0.0007101249,0.0009842914,-0.004173819,-0.0065383757,-0.0015115326,-0.004636477,0.005326252,-0.012385955,-0.0030378094,-0.0025904342,-0.0024965731,0.031897467,-0.0016711664,0.010325596,0.028737795,-0.0016572056,0.009611732,-0.0027126037,-0.003101686,0.024146447,0.0026790586,-0.0043176063,0.0048999367,0.025130471,0.0013186912,0.004833088,0.009342265,0.0070898784,0.012041474,0.013874535,0.02284984,0.017057428,0.022807574,0.020612905,0.013900924,0.013730279,0.012507964,0.012896084,0.013445876,-0.008258071,0.0054719113,0.012318888,-0.007472491,-0.007428044,-0.0058444203,0.0124527365,0.011684545,-0.004265002,-0.0022920177,-0.0021835505,0.018881712,-0.003180143,0.005187236,0.01567971,0.004772032,-0.004757372,0.004572412,-0.0020420363,-0.0022580898,0.0031199753,-0.0051166355,0.0138257565,0.0079628695,0.0019765706,0.0058597242,0.00033867615,-0.0075187,0.0018288182,-0.0021424694,-0.004213103,-0.001440588,0.0026502612,0.003187026,0.009389582,0.01326142,-0.0036328598,-0.0066292714,0.004403333,0.0025547382,0.04987973,0.024163699,0.06240926,0.006312296,0.016196012,0.010396022,0.0037806819,0.01625977,0.021997394,0.032999493,0.0474191,0.0885609,0.05866052,0.028534839,0.061327532,0.087660484,0.10510954,0.1459367,0.26549947,0.04245198,0.34955543,1.0,-0.00069598574,0.026693532,0.0048286533,0.0022177598,-0.004751148,0.00036641327,0.023662273,-0.0020521518,-0.0035651724,0.01817518,-0.0015482188,-0.0029964526,-0.0027855504,0.0037139456,-0.0040137246,0.010444499,-0.003446241,0.0014255771,0.007131545,-0.0070101097,-0.00088870194,0.006963307,0.034150783,0.019856017,0.01302541
tabnine,-0.005514801,-0.0064382628,0.01517424,0.0046410477,-0.0042467047,-0.0017559957,0.00040776827,-0.0036979227,0.024161734,-0.0016426719,-0.0017609075,-0.0015768553,-0.0018319945,-0.0013220663,-0.0007377072,0.013377972,-0.0025542965,-0.0012466761,-0.00041216248,-0.0009143083,0.01834606,0.014386094,0.031343076,0.022570528,-0.00026367704,-0.0004702639,-0.00043160078,-0.0014698796,-0.003258842,-0.0014949712,-0.0013791296,-0.0012003512,-0.001412483,-0.003260348,0.028143749,-0.0011002881,-0.00055812096,-0.0019905989,0.0066053895,0.004114393,0.006997929,0.0010458446,-0.0006058171,-0.00036468162,-0.00019708315,-0.0050753066,-0.0046765963,-0.0036373038,-0.002358618,-0.0014451203,-0.0010888422,-0.0011889436,-0.0011818717,-0.0033801598,-0.0022175459,-0.00086658384,-0.0024775884,-0.00036468162,-0.00034742343,-0.0033384264,0.013960128,0.022533689,-0.0018811484,-0.0012081887,-0.0016374427,0.0146381715,-0.001369902,-0.00089017465,-0.00048104872,0.011356448,-0.0031526384,-0.0027470153,-0.0019382371,-0.0012873469,-0.002067525,-0.0017479877,-0.0010557673,-0.0015659824,-0.0006703444,-0.0018213098,-0.0020043256,-0.0011477149,-0.0012245786,-0.0010498269,-0.0005780222,-0.0010547795,-0.00041955672,-0.0005120532,-0.0016097368,-0.00081106875,-0.0021082337,-0.0005903415,-0.00083122164,-0.0006209121,-0.00044792227,-0.00093894545,-0.00036468162,-0.00025579956,-0.0010478395,-0.0008533386,-0.001741186,-0.0015700678,-0.0012930586,0.002654214,0.0041616657,0.06301862,-0.0013347685,-0.00081106875,-0.0012047114,-0.00069598574,1.0,-0.0004957567,-0.0012047114,-0.00081106875,-0.001636788,-0.0011649125,-0.001157701,-0.0015577822,-0.0005672525,-0.0016024087,-0.0008212055,-0.00047676385,-0.0019421785,-0.0018105693,-0.00156052,-0.00061925285,0.0013104096,0.009185636,-0.0020103399,-0.0011153744,-0.0007611217,-0.0040653357,0.015766526,-0.0021948318,-0.002020692
gpt_model,0.020567501,-0.023531888,0.0015132002,0.008185894,0.010400862,0.023575231,-0.013453557,-0.0077689528,-0.009180031,-0.0073539927,-0.0054714982,-0.004380549,-0.0058781286,-0.00591869,-0.003302603,-0.0117902905,-0.011435198,-0.0055811796,-0.0018451888,-0.0040932195,0.00850071,-0.012731455,-0.0002966431,0.009208043,-0.001180442,-0.0021053,-0.0019322111,-0.0065804278,0.0020822575,-0.0038735175,-8.0072816e-05,-0.0018872606,0.01154182,-0.013207313,-0.008788817,-0.004925823,-0.0024986225,-0.00031292188,-0.002432326,-0.006029251,0.011526853,0.016246032,-0.0027121513,0.021051642,-0.0008823113,0.0003555816,-0.002952619,-0.006111557,-0.008719602,-0.0006441633,-0.0010397409,-0.0053227204,-0.00529106,-0.009739159,-0.00019892576,-0.0038795643,-0.009331885,0.021051642,-0.001555362,-0.0054112924,-0.003318798,-0.008602605,0.018774481,-0.0054088775,0.0004217517,0.008714136,0.018402152,-0.003985177,-0.0021535822,-0.006167608,-0.0069736643,-0.0026595206,0.0067493077,0.0072655026,0.0031959382,0.016461287,0.0031784321,-0.0070106653,-0.00300103,0.015208908,0.018794551,0.016716314,0.01503379,0.011197652,-0.0025877177,0.026926704,-0.0018782917,0.013882059,0.082094535,0.021988545,0.06801553,0.032458063,0.036288124,0.023927359,0.1550743,0.03571123,0.021051642,0.047335126,0.21032517,0.059531063,0.045833383,0.025249436,0.02340022,0.095567636,0.045238696,0.013882544,0.019183995,0.01686463,0.046720218,0.026693532,-0.0004957567,1.0,-0.0053933095,-0.0036310316,-0.007327651,-0.0052151363,-0.0051828516,-0.0069739544,-0.0025395034,0.0007401571,-0.0036764124,0.0065486957,-0.0020960162,-0.0010576877,-0.006986211,-0.002772301,-0.018681306,-0.0048118965,-0.008999987,-0.004993362,-0.0034074264,-0.008856745,-0.0033859322,-0.007861758,-0.002686671
jest,-0.04540782,0.009197204,0.16151252,0.15146326,-0.018905655,-0.0120618455,-0.043611225,-0.020388722,-0.013505581,-0.002866856,0.018967817,0.019618617,-0.01123155,0.0014623875,-0.008025476,-0.005087656,-0.023513338,-0.010766797,-0.00030787606,0.016566759,0.17923786,0.07822348,0.06852229,0.11782659,0.016696772,0.024178099,-0.004695361,-0.0076467656,0.13503596,0.07990278,0.016684601,0.013047634,0.013121832,0.039632846,0.00354249,0.002240979,0.003191792,0.12052714,0.11442852,0.043182105,0.021803414,0.016268287,0.0019478502,0.00075080583,-0.0021440568,0.010731565,0.04505623,0.0048600994,-0.017241696,-0.0048165903,-0.010250218,-0.011470549,-0.0054953033,0.037824906,0.056005824,0.018524788,0.03454225,0.014905277,-0.0037796004,0.042437654,0.027400516,0.040970825,0.043643042,0.0027091366,0.046683438,-0.013030423,-0.00852422,0.00781547,0.009086681,-0.0027129827,0.015602379,-0.023202213,-0.014668782,-0.012650034,-0.020765886,0.0042204726,-0.009841466,-0.012549292,-0.00729264,-0.013010975,-0.01647376,-0.01097074,-0.010477335,-0.009767721,-0.006288272,-0.0065378547,-0.004564334,-0.0055705984,0.0010617162,-0.00029768544,-0.008521325,0.0023385833,-0.0007211646,0.0043548783,-0.004872922,0.00085455313,0.0054689627,-0.0027828293,-0.0014612218,-0.005229085,-0.002717822,-0.005891243,-0.010019712,-0.018757168,-0.0151673,0.01606763,0.016877113,0.003965258,0.011462916,0.0048286533,-0.0012047114,-0.0053933095,1.0,0.04446322,0.059619475,0.33527732,0.17370635,0.09579153,0.31894046,0.012196046,-0.0026174274,0.009261461,0.0008312335,-0.007969708,0.015662476,0.02946594,0.06470565,0.049168106,0.044584107,0.0034469299,0.028035704,0.04322212,0.08451686,0.030865937,0.034454826
pytest,0.079761826,-8.510728e-05,0.01720647,0.014250625,-0.0019542854,-0.0024762165,-0.0019235201,-0.00013272767,-0.010423355,-0.0009673337,-0.011417606,-0.011549237,-0.0034398185,-0.0018934957,0.0049548238,0.0064094095,0.024372438,-0.0050077075,-0.0030187692,-0.0066965963,0.012422765,0.01561556,0.016162964,0.00015033734,0.007687285,-0.0034443168,-0.0031611396,-0.003733744,0.003406619,-0.004030989,0.07589062,0.07462992,0.123007454,-0.014507268,-0.009784743,-0.008058754,-0.004087801,0.0052030315,0.040622495,0.031169176,0.015387161,0.012389714,-0.004437139,-0.0026710087,-0.0014434806,0.021305626,0.06180135,0.038106497,0.01319696,0.016220193,0.020257551,0.0020869763,0.0022017434,0.06789036,0.06493159,0.0054315114,0.059593026,0.011245974,-0.002544606,0.034042552,0.022985056,0.020458864,0.030715464,-0.002472554,0.027641343,0.009996001,-0.00062570267,-0.0065198364,0.017596269,-0.0039372784,0.0058212243,-0.004351034,0.018252898,0.012552625,0.0026821701,0.009547542,-0.0053078,-0.006506483,-0.0049097505,-0.0033064578,0.001045098,0.018409662,0.06864927,0.050830558,0.017757263,0.0044100573,-0.003072926,0.011134339,0.02527169,0.019208064,0.014570528,0.004290092,0.015389768,0.03231859,0.01939452,0.004006521,0.011245974,-0.0018735327,0.0069825235,0.008698636,0.018653113,0.003352769,0.0064473255,0.015851663,0.006155071,0.0123339305,0.005659451,0.00034668078,-0.0024291573,0.0022177598,-0.00081106875,-0.0036310316,0.04446322,1.0,0.078412525,0.11039967,0.09123299,0.06673759,0.045138184,0.015776636,-0.0060146907,-0.003491924,0.033006754,0.02853745,0.0035096253,0.0077859177,0.010314886,0.0069299056,0.01794557,0.03089574,0.001120361,0.029695079,0.06800965,0.020075612,0.021615904
selenium,0.0009785714,0.13030376,0.0561509,0.0053746277,-0.024602853,-0.023709442,-0.0440804,-0.027074443,0.0423357,0.015591105,-0.015576283,-0.007553199,-0.02132496,-0.0028386984,-0.00045235586,0.0710047,0.0030647663,0.0075761005,0.00012248357,0.0104413275,-0.0012519086,0.056211907,0.019637115,-0.008057121,0.00095535023,-0.0069508487,-0.0034116097,0.00842992,0.00816484,-0.0037716676,-0.0062375492,-0.0069504147,-0.007974803,0.034772344,0.018061606,-0.013913289,-0.0013566463,-0.0021421018,0.043088865,0.020366834,0.023755658,-0.014011418,-0.0068366607,0.01567375,0.0035775711,0.0007599063,0.023541056,-0.0065343245,0.0027178028,-0.0006241742,-0.010159008,0.00965793,0.032929115,0.16037808,0.05756109,0.030274164,0.06034187,0.005141742,0.042765297,-0.005499338,0.016959475,0.022907605,-0.012372024,0.004661346,-0.002606776,-0.016759709,-0.005059799,0.0042039733,0.008872483,0.012150694,-0.012563205,-0.032647356,-0.01568819,-0.01297886,-0.027347736,-0.00027756538,-0.014381637,-0.014799808,0.009245096,-0.026197176,-0.028964285,-0.015836662,-0.0064581106,-0.010596531,-0.0063246526,-0.015590422,-0.006201359,-0.0075685256,-0.015663432,-0.004058309,-0.018543445,-0.0043798448,-0.0076421145,-0.0029776667,-0.006620623,-0.013878309,0.0016310732,-0.0037809073,-0.004395713,0.010012553,-0.0015915696,-0.0015596962,-0.009073779,-0.028171225,-0.024397062,0.014418705,-0.0041538696,0.0022856013,-0.010278998,-0.004751148,-0.001636788,-0.007327651,0.059619475,0.078412525,1.0,0.2850188,0.29031634,0.2588321,0.07752678,0.0008106688,0.014494741,-0.0043592914,0.0012497928,-0.01730832,0.03974329,-0.005008768,0.1337029,0.13677582,0.083025314,0.24668577,0.0022609592,0.025584837,0.10645712,0.00160447,0.004252839
cypress,-0.007617915,0.03916735,0.12196228,0.10625135,-0.0043142685,-0.0122357225,-0.03620996,-0.017320074,0.009659256,0.017048424,-0.005047054,-0.003921967,-0.016275674,-0.0029924454,-0.0077603464,0.006580973,-0.011410396,-0.0073368526,-0.004335763,-0.0057043605,0.08615643,0.07187586,0.04977668,0.06714875,0.010704059,0.0064040725,-0.004540245,0.00054942555,0.07261192,0.0375932,0.028713128,0.0068550836,0.012018287,0.015845792,0.0017579015,0.0047411458,0.00051014824,0.053904198,0.07475047,0.026974577,0.0075494493,-0.0070580062,0.005390803,0.020539962,0.0069402494,8.799293e-05,0.027195599,-0.005470332,-0.018485889,-0.0014301676,-0.008157428,-0.0019186368,-0.0048254146,0.06412624,0.07452502,0.04039762,0.06244366,0.015664713,0.0014621216,0.02752509,0.014309801,0.027270734,0.019177316,0.0021820234,0.040533446,-0.013444234,-0.01441075,-0.005345949,0.009736356,-0.007594917,-0.009225207,-0.024063922,-0.019442113,-0.012142252,-0.018181242,-0.0037730082,-0.009407284,-0.0141552575,-0.00705172,-0.018155146,-0.021084601,-0.012073442,-0.009942506,-0.00933537,-0.0060805324,-0.007694861,-0.004413547,-0.005386568,-0.0011282136,0.0046825623,-0.004655367,-0.006210126,0.0020043268,-0.00079188996,-0.00471194,-0.007970974,0.0059142136,0.018147651,0.002669284,-0.000598078,0.011021636,-0.0037982094,0.00033814576,-0.0036016908,-0.011611475,0.027219296,0.026513081,0.0068850024,0.011220567,0.00036641327,-0.0011649125,-0.0052151363,0.33527732,0.11039967,0.2850188,1.0,0.4054307,0.07797155,0.10077887,0.017160114,0.002239172,-0.0012830388,0.0060422914,-0.0049088877,0.020798957,0.010751035,0.056116596,0.038193554,0.05392817,0.109015286,0.022482451,0.034040775,0.08545548,0.011526433,0.01428012
