term,count_a,count_b,z_score,log_odds_ratio,company_count,direction,category,comparison,ngram
fieldexperience,33,0,5.709602688177759,3.282790732593064,32,A_heavy,noise,primary_noaggregators,unigram
qualificationsbachelor,33,0,5.709602688177759,3.282790732593064,30,A_heavy,noise,primary_noaggregators,unigram
html5,131,187,5.694192052127117,0.589366483869834,237,A_heavy,noise,primary_noaggregators,unigram
following,672,1495,5.558806061312487,0.2298318356035951,1025,A_heavy,noise,primary_noaggregators,unigram
skills.excellent,31,0,5.533870220445064,3.2827847210788157,26,A_heavy,noise,primary_noaggregators,unigram
preferred.experience,31,0,5.533870220445064,3.2827847210788157,23,A_heavy,noise,primary_noaggregators,unigram
skills.experience,31,0,5.533870220445064,3.2827847210788157,29,A_heavy,noise,primary_noaggregators,unigram
hibernate,70,74,5.5105469362705275,0.8386277308869428,109,A_heavy,noise,primary_noaggregators,unigram
practices.experience,30,0,5.443877609204899,3.2827817153363004,26,A_heavy,noise,primary_noaggregators,unigram
preferredexperience,30,0,5.443877609204899,3.2827817153363004,25,A_heavy,noise,primary_noaggregators,unigram
and/or,1214,2936,5.43647800728429,0.16420430946414122,1671,A_heavy,noise,primary_noaggregators,unigram
descriptionthis,29,0,5.352372450555726,3.282778709603523,27,A_heavy,noise,primary_noaggregators,unigram
cobol,63,65,5.321815932083279,0.8588771641947517,65,A_heavy,noise,primary_noaggregators,unigram
oop,86,108,5.281215935197811,0.6953771145378607,148,A_heavy,noise,primary_noaggregators,unigram
architectureexperience,28,0,5.259275795497189,3.2827757038804855,21,A_heavy,noise,primary_noaggregators,unigram
applications.experience,28,0,5.259275795497189,3.2827757038804855,24,A_heavy,noise,primary_noaggregators,unigram
field.proven,28,0,5.259275795497189,3.2827757038804855,26,A_heavy,noise,primary_noaggregators,unigram
devops,1284,3154,5.193572873190784,0.15201458498636367,1608,A_heavy,method,primary_noaggregators,unigram
environmentstrong,27,0,5.164501578553724,3.2827726981671876,22,A_heavy,noise,primary_noaggregators,unigram
workflows,217,3667,-23.414083226111828,-1.0201624514453327,1569,B_heavy,noise,primary_noaggregators,unigram
familiarity,696,5169,-20.068036666028284,-0.6196683303990413,2418,B_heavy,noise,primary_noaggregators,unigram
hands-on,667,4573,-17.762323123001902,-0.5716666213575072,2254,B_heavy,noise,primary_noaggregators,unigram
agentic,10,1434,-17.092018733443673,-1.44123697575594,445,B_heavy,ai_tool,primary_noaggregators,unigram
environments.,129,1965,-16.719877603810307,-0.9770733293086131,1046,B_heavy,noise,primary_noaggregators,unigram
contribute,450,3412,-16.510943794058868,-0.6307026567631819,1775,B_heavy,noise,primary_noaggregators,unigram
observability,162,1933,-15.459593754259329,-0.8688421661998875,921,B_heavy,sys_design,primary_noaggregators,unigram
e.g.,905,5091,-15.450831737349478,-0.4479027610359072,1824,B_heavy,noise,primary_noaggregators,unigram
agents,18,1210,-15.39319254080769,-1.3640638157501446,463,B_heavy,ai_tool,primary_noaggregators,unigram
systems.,500,3397,-15.17818459156222,-0.5654880230440407,1625,B_heavy,noise,primary_noaggregators,unigram
ml,376,2828,-14.940547163453628,-0.6256465390231689,720,B_heavy,ai_domain,primary_noaggregators,unigram
agent,20,1025,-13.99307313205289,-1.32139931943626,364,B_heavy,ai_tool,primary_noaggregators,unigram
u.s.,408,2749,-13.551582061386503,-0.5600730078438074,539,B_heavy,noise,primary_noaggregators,unigram
backend,751,4086,-13.271822949381674,-0.4256814029346421,1593,B_heavy,noise,primary_noaggregators,unigram
demonstrated,323,2295,-12.910419982867728,-0.59178472854164,1205,B_heavy,noise,primary_noaggregators,unigram
workflows.,40,985,-12.88994291584811,-1.148369064774899,636,B_heavy,noise,primary_noaggregators,unigram
ai/ml,127,1360,-12.456623143841828,-0.8158805965959921,573,B_heavy,ai_domain,primary_noaggregators,unigram
rag,16,766,-12.04922260185128,-1.3088952812604884,385,B_heavy,ai_tool,primary_noaggregators,unigram
real-time,252,1835,-11.751235511892297,-0.6060628994773491,867,B_heavy,noise,primary_noaggregators,unigram
operate,123,1242,-11.616646149933453,-0.7860780022776463,747,B_heavy,noise,primary_noaggregators,unigram
proficiency,744,3778,-11.600124357224365,-0.37987105032259816,2114,B_heavy,noise,primary_noaggregators,unigram
real-world,50,850,-11.261035150146093,-1.0201458030403696,478,B_heavy,noise,primary_noaggregators,unigram
llm,71,952,-11.24280490027203,-0.9215559968463953,482,B_heavy,ai_tool,primary_noaggregators,unigram
end-to-end,274,1864,-11.23817576711515,-0.5654152590500017,1124,B_heavy,org_scope,primary_noaggregators,unigram
scale.,55,863,-11.14839640230038,-0.988337179681718,487,B_heavy,noise,primary_noaggregators,unigram
large-scale,266,1804,-11.027156530229867,-0.5635114300094273,833,B_heavy,noise,primary_noaggregators,unigram
llms,68,895,-10.84162224784678,-0.9132227099741055,501,B_heavy,ai_tool,primary_noaggregators,unigram
claude,1,539,-10.596358356203815,-1.4936039335574431,263,B_heavy,ai_tool,primary_noaggregators,unigram
ci/cd,944,4347,-10.552016426072129,-0.3137202452244745,2057,B_heavy,tech_stack,primary_noaggregators,unigram
platforms.,113,1077,-10.537495120776901,-0.7559479749720879,717,B_heavy,noise,primary_noaggregators,unigram
cloud-native,86,949,-10.523498329646566,-0.8304342926147914,575,B_heavy,noise,primary_noaggregators,unigram
ai-assisted,0,516,-10.40990615136423,-1.5136178610137812,286,B_heavy,ai_domain,primary_noaggregators,unigram
governance,171,1307,-10.253361757765505,-0.634064323742578,670,B_heavy,noise,primary_noaggregators,unigram
production-grade,15,567,-10.204504680666348,-1.2606049826145576,401,B_heavy,noise,primary_noaggregators,unigram
high-impact,15,565,-10.18373803901287,-1.2598138706238426,386,B_heavy,noise,primary_noaggregators,unigram
high-performance,116,1015,-9.797772107384672,-0.710007465133514,651,B_heavy,noise,primary_noaggregators,unigram
ai-driven,25,570,-9.7005318170153,-1.1238760816471194,370,B_heavy,ai_domain,primary_noaggregators,unigram
ai-powered,21,539,-9.581673534618325,-1.1604385845033116,323,B_heavy,ai_domain,primary_noaggregators,unigram
copilot,9,477,-9.558603501258917,-1.3266742040143047,282,B_heavy,ai_tool,primary_noaggregators,unigram
improve,828,3714,-9.24890867517017,-0.2953605705352622,2002,B_heavy,noise,primary_noaggregators,unigram
experience.,521,2559,-9.053378226005911,-0.3570142359351314,1336,B_heavy,noise,primary_noaggregators,unigram
architectures,351,1887,-8.860094369235888,-0.41684739253045056,1198,B_heavy,noise,primary_noaggregators,unigram
qualifications,1565,6182,-8.636749240990184,-0.20640774362687875,2395,B_heavy,credential,primary_noaggregators,unigram
genai,26,478,-8.57423047287557,-1.0494770854632964,189,B_heavy,ai_domain,primary_noaggregators,unigram
translate,277,1564,-8.569121803652955,-0.44861432354855335,1161,B_heavy,noise,primary_noaggregators,unigram
mission-critical,50,592,-8.522926182187579,-0.8641630625840371,350,B_heavy,noise,primary_noaggregators,unigram
similar,537,2548,-8.520261085186457,-0.33357783834895827,1575,B_heavy,noise,primary_noaggregators,unigram
comfortable,179,1147,-8.364457998141997,-0.5284018744503811,861,B_heavy,noise,primary_noaggregators,unigram
pipelines.,72,673,-8.249531575030788,-0.7453729667801099,518,B_heavy,noise,primary_noaggregators,unigram
polygraph,22,426,-8.170874156351347,-1.0682962243140919,98,B_heavy,noise,primary_noaggregators,unigram
solutions.,493,2335,-8.128283804054126,-0.33226612387775845,1404,B_heavy,noise,primary_noaggregators,unigram
practices.,284,1535,-8.043900893507207,-0.42019881968517137,1016,B_heavy,noise,primary_noaggregators,unigram
eligible,56,574,-7.943230643077586,-0.7932587549672725,229,B_heavy,noise,primary_noaggregators,unigram
workloads,55,559,-7.810473639357393,-0.7889324049765918,336,B_heavy,noise,primary_noaggregators,unigram
ts/sci,74,641,-7.740956515498258,-0.7042297061823746,169,B_heavy,noise,primary_noaggregators,unigram
teams.,245,1348,-7.708622889961549,-0.4317412960956961,925,B_heavy,noise,primary_noaggregators,unigram
langchain,11,334,-7.682738281639422,-1.207234852787506,235,B_heavy,ai_tool,primary_noaggregators,unigram
experimentation,31,432,-7.652492471819766,-0.9380891051885358,243,B_heavy,noise,primary_noaggregators,unigram
reliability.,59,559,-7.566735484485031,-0.7524611666922691,429,B_heavy,noise,primary_noaggregators,unigram
execution,276,1452,-7.546038099224068,-0.4023973447713143,911,B_heavy,noise,primary_noaggregators,unigram
ambiguous,33,431,-7.503329930122195,-0.9093942377988098,322,B_heavy,noise,primary_noaggregators,unigram
openai,19,361,-7.495983251789658,-1.061419722725982,229,B_heavy,ai_tool,primary_noaggregators,unigram
regulated,55,532,-7.4534900128567925,-0.7633182215278582,370,B_heavy,noise,primary_noaggregators,unigram
gpu,43,473,-7.417401314895158,-0.8285286667950666,162,B_heavy,noise,primary_noaggregators,unigram
cursor,0,260,-7.388133863707874,-1.5133603879562134,178,B_heavy,ai_tool,primary_noaggregators,unigram
measurable,18,347,-7.368187947161192,-1.0666374190809123,240,B_heavy,noise,primary_noaggregators,unigram
frontend,348,1704,-7.343722249548618,-0.35459184676727773,844,B_heavy,noise,primary_noaggregators,unigram
standards.,132,858,-7.326101254072995,-0.5370555119700153,645,B_heavy,noise,primary_noaggregators,unigram
generative,109,760,-7.310972380883348,-0.5796186754082466,332,B_heavy,ai_domain,primary_noaggregators,unigram
latency,76,616,-7.302978855581767,-0.6671933794413194,391,B_heavy,sys_design,primary_noaggregators,unigram
event-driven,61,544,-7.242416952120622,-0.7200547881950365,385,B_heavy,noise,primary_noaggregators,unigram
enabling,83,640,-7.212409155853949,-0.6387382552523384,489,B_heavy,noise,primary_noaggregators,unigram
architectures.,36,424,-7.198787986932273,-0.8615352807603749,340,B_heavy,noise,primary_noaggregators,unigram
integrating,273,1403,-7.176164350771082,-0.3868699200318,1022,B_heavy,noise,primary_noaggregators,unigram
long-term,105,732,-7.173986839342272,-0.5795124177275666,543,B_heavy,noise,primary_noaggregators,unigram
maintain,1628,6113,-7.164553685036561,-0.1697714124681564,2914,B_heavy,noise,primary_noaggregators,unigram
mcp,2,243,-7.009095573956919,-1.4274168430856022,146,B_heavy,ai_tool,primary_noaggregators,unigram
impact.,16,308,-6.939799523915663,-1.066086874434113,229,B_heavy,noise,primary_noaggregators,unigram
thrives,14,295,-6.895153632064759,-1.0976110212987358,250,B_heavy,noise,primary_noaggregators,unigram
multi-agent,4,242,-6.849725589852404,-1.3477776828327208,137,B_heavy,ai_tool,primary_noaggregators,unigram
retrieval,52,470,-6.778213460685823,-0.7272585285172442,261,B_heavy,noise,primary_noaggregators,unigram
production-ready,19,311,-6.753636183144708,-1.0048572295698737,252,B_heavy,noise,primary_noaggregators,unigram
foundational,60,501,-6.702740946786838,-0.6838200009946522,357,B_heavy,noise,primary_noaggregators,unigram
bring,242,1236,-6.673582452600382,-0.38267429441224987,779,B_heavy,noise,primary_noaggregators,unigram
full-stack,240,1228,-6.6695594124342135,-0.3838732079092475,720,B_heavy,noise,primary_noaggregators,unigram
patterns.,36,382,-6.572006835322536,-0.8105998064123927,295,B_heavy,noise,primary_noaggregators,unigram
layers,49,442,-6.566306941558056,-0.726161263774876,358,B_heavy,noise,primary_noaggregators,unigram
retrieval-augmented,7,236,-6.520828208842475,-1.2336366572579784,177,B_heavy,ai_tool,primary_noaggregators,unigram
participate,580,2445,-6.502756390061162,-0.25160808334988527,1497,B_heavy,noise,primary_noaggregators,unigram
tools.,171,945,-6.486756332766681,-0.4344191113591158,745,B_heavy,noise,primary_noaggregators,unigram
guardrails,6,228,-6.471919945590375,-1.2614655262744794,158,B_heavy,ai_tool,primary_noaggregators,unigram
outcomes.,23,313,-6.470359885263747,-0.9276116705691626,243,B_heavy,noise,primary_noaggregators,unigram
reduce,83,580,-6.3967408680912685,-0.5808435394760725,444,B_heavy,noise,primary_noaggregators,unigram
onboarding,37,375,-6.38839464496431,-0.7873658121057643,224,B_heavy,noise,primary_noaggregators,unigram
establish,150,853,-6.376573720033096,-0.45288011606750267,680,B_heavy,noise,primary_noaggregators,unigram
robust,410,1823,-6.34782781927321,-0.2886494449395789,1178,B_heavy,noise,primary_noaggregators,unigram
correctness,5,214,-6.322660286245688,-1.2866855331286917,142,B_heavy,noise,primary_noaggregators,unigram
iteration,15,263,-6.3006304487005655,-1.0315206892119413,194,B_heavy,noise,primary_noaggregators,unigram
multimodal,1,191,-6.25805949766773,-1.4577695843096734,80,B_heavy,ai_domain,primary_noaggregators,unigram
actions,125,743,-6.249572335125864,-0.4811174308083981,589,B_heavy,noise,primary_noaggregators,unigram
java_j2ee,59,33,6.984690468894309,1.36799115291981,73,A_heavy,noise,primary_noaggregators,bigram
rest_api,132,158,6.8677003603664355,0.738358398590913,228,A_heavy,noise,primary_noaggregators,bigram
spring_spring,154,203,6.768188976861673,0.6583204291298754,166,A_heavy,noise,primary_noaggregators,bigram
verbal_written,260,431,6.617754522402938,0.4697296039821639,507,A_heavy,noise,primary_noaggregators,bigram
html_css,198,298,6.600309993550587,0.5488840243520174,370,A_heavy,noise,primary_noaggregators,bigram
day-to-day_tasks,41,14,6.512322725164103,1.756969004564775,49,A_heavy,noise,primary_noaggregators,bigram
azure_devops,254,429,6.355117751195138,0.4544490441581628,411,A_heavy,noise,primary_noaggregators,bigram
effectively_communicate,97,111,6.117941432753317,0.7757061868782769,171,A_heavy,noise,primary_noaggregators,bigram
understand_requirements,200,322,6.057829166494947,0.4935355758785738,431,A_heavy,noise,primary_noaggregators,bigram
skillsability_independently,34,0,5.800812837210796,3.285819291886833,31,A_heavy,noise,primary_noaggregators,bigram
css_javascript,87,107,5.440048653850131,0.7157311532427535,155,A_heavy,noise,primary_noaggregators,bigram
j2ee_spring,26,7,5.337184137558246,1.9333360853294792,27,A_heavy,noise,primary_noaggregators,bigram
azure_azure,204,361,5.273781789923798,0.4163944185542867,249,A_heavy,noise,primary_noaggregators,bigram
rdbms_nosql,53,50,5.204174246179574,0.936484413381736,27,A_heavy,noise,primary_noaggregators,bigram
net_net,54,52,5.183887346835708,0.9193813405021469,75,A_heavy,noise,primary_noaggregators,bigram
directory_azure,27,11,5.1244538300263285,1.6207789588585317,28,A_heavy,noise,primary_noaggregators,bigram
javascript_jquery,33,20,5.084218414744823,1.3025461199615904,47,A_heavy,noise,primary_noaggregators,bigram
object-oriented_oop,35,26,4.818744710991346,1.1350527156984604,47,A_heavy,noise,primary_noaggregators,bigram
agile_scrum,139,231,4.81859200888758,0.46750677634245985,266,A_heavy,noise,primary_noaggregators,bigram
powershell_scripting,41,36,4.7811576068725765,0.9962397052636565,61,A_heavy,noise,primary_noaggregators,bigram
bachelor_field.proven,23,0,4.770994019782802,3.285785695691283,21,A_heavy,noise,primary_noaggregators,bigram
relational_sql,31,22,4.6295496208606695,1.1728235155166509,44,A_heavy,noise,primary_noaggregators,bigram
sns_sqs,29,19,4.629022881784937,1.2386646416452312,33,A_heavy,noise,primary_noaggregators,bigram
effectively_cross-functional,104,162,4.572126899157928,0.5204838811259824,204,A_heavy,noise,primary_noaggregators,bigram
problem-solving_skillsability,21,0,4.558834163683092,3.2857795874227804,21,A_heavy,noise,primary_noaggregators,bigram
db2_sql,20,7,4.531107262151147,1.738113178622319,26,A_heavy,noise,primary_noaggregators,bigram
c#_net,125,210,4.493758881113963,0.4586260050811166,209,A_heavy,noise,primary_noaggregators,bigram
following_java,41,40,4.478125608863599,0.9084815657420826,50,A_heavy,noise,primary_noaggregators,bigram
cross-functional_understand,46,49,4.457561764959473,0.8352670906588013,89,A_heavy,noise,primary_noaggregators,bigram
azure_directory,25,15,4.440901206669104,1.3107381229936443,29,A_heavy,noise,primary_noaggregators,bigram
problem-solving_troubleshooting,43,44,4.438075480937032,0.8687490735086527,80,A_heavy,noise,primary_noaggregators,bigram
sql_sql,49,56,4.352413996679762,0.7766872310547441,87,A_heavy,noise,primary_noaggregators,bigram
html_javascript,29,22,4.343021264566061,1.1176500243777756,47,A_heavy,noise,primary_noaggregators,bigram
front-end_html,28,22,4.194818826859981,1.0885540092197914,48,A_heavy,noise,primary_noaggregators,bigram
java/j2ee_spring,24,16,4.181949468257151,1.22434943734177,32,A_heavy,noise,primary_noaggregators,bigram
requirements_feedback,24,16,4.181949468257151,1.22434943734177,28,A_heavy,noise,primary_noaggregators,bigram
python_python,25,18,4.130935058012864,1.1608790578811696,37,A_heavy,noise,primary_noaggregators,bigram
rdbms_sql,20,11,4.087932662169868,1.3815278906888526,26,A_heavy,noise,primary_noaggregators,bigram
c#_asp.net,38,40,4.087376206522848,0.8451539966542647,62,A_heavy,noise,primary_noaggregators,bigram
net_c#,72,108,3.9956926893351454,0.5514579821252426,136,A_heavy,noise,primary_noaggregators,bigram
duties_include,40,46,3.9120302583778517,0.7714851979700441,72,A_heavy,noise,primary_noaggregators,bigram
integration/continuous_ci/cd,42,50,3.891650505955746,0.7427155794052691,75,A_heavy,noise,primary_noaggregators,bigram
existing_including,26,22,3.887744643426852,1.0269900078178775,35,A_heavy,noise,primary_noaggregators,bigram
written_communicate,16,7,3.8855906465837,1.5647485829350192,20,A_heavy,noise,primary_noaggregators,bigram
interpersonal_effectively,37,41,3.8777990249190855,0.8023692999599561,68,A_heavy,noise,primary_noaggregators,bigram
including_sql,45,56,3.8695199634894815,0.705881617753521,86,A_heavy,noise,primary_noaggregators,bigram
orientation_gender,18,10,3.8659430671003947,1.3733727953807406,25,A_heavy,noise,primary_noaggregators,bigram
cross-functional_requirements,53,72,3.8463550154035775,0.6332074148945477,94,A_heavy,noise,primary_noaggregators,bigram
azure_sql,70,108,3.7989292625747786,0.5282922657030973,128,A_heavy,noise,primary_noaggregators,bigram
requirements_translate,87,145,3.794882072104041,0.46508154551150227,178,A_heavy,noise,primary_noaggregators,bigram
proficiency_python,57,611,-8.316155537053092,-0.8128124609548797,508,B_heavy,noise,primary_noaggregators,bigram
agentic_workflows,0,201,-6.482777316388838,-1.510279597680121,132,B_heavy,noise,primary_noaggregators,bigram
ts/sci_polygraph,15,249,-6.043127804718323,-1.007331064415835,62,B_heavy,noise,primary_noaggregators,bigram
u.s._citizenship,47,398,-5.995528476615198,-0.6885427567779994,156,B_heavy,noise,primary_noaggregators,bigram
bachelor_experience.,62,458,-5.894553960518339,-0.6106687958433179,295,B_heavy,noise,primary_noaggregators,bigram
bachelor_field.,95,593,-5.8303071733686975,-0.5088103634663002,469,B_heavy,noise,primary_noaggregators,bigram
swe_similar,2,159,-5.596518541890236,-1.3817807799853057,30,B_heavy,noise,primary_noaggregators,bigram
familiarity_ci/cd,11,204,-5.593197693490797,-1.0494338519423962,193,B_heavy,noise,primary_noaggregators,bigram
retrieval-augmented_rag,4,168,-5.581703276545606,-1.2797736692089678,130,B_heavy,noise,primary_noaggregators,bigram
frontend_react,12,208,-5.573558659426381,-1.0240735828602503,170,B_heavy,noise,primary_noaggregators,bigram
minimum_qualifications,114,645,-5.473952741539066,-0.4464908461597945,279,B_heavy,noise,primary_noaggregators,bigram
c++_python,23,256,-5.4603112254596295,-0.8311291882004657,159,B_heavy,noise,primary_noaggregators,bigram
translate_requirements,74,473,-5.324732082011691,-0.523478954605447,411,B_heavy,noise,primary_noaggregators,bigram
ci/cd_workflows,2,139,-5.208367668333335,-1.3645871593278969,129,B_heavy,noise,primary_noaggregators,bigram
hands-on_aws,15,203,-5.185127796033127,-0.9220538207905449,182,B_heavy,noise,primary_noaggregators,bigram
azure_gcp,68,422,-4.889672775938154,-0.5050857024942665,312,B_heavy,noise,primary_noaggregators,bigram
react_typescript,35,281,-4.879834612130343,-0.6585786780366512,219,B_heavy,noise,primary_noaggregators,bigram
workflows_including,5,138,-4.875671834495307,-1.1780521129869257,119,B_heavy,noise,primary_noaggregators,bigram
u.s._eligible,2,119,-4.7885730714253105,-1.342080372378513,21,B_heavy,noise,primary_noaggregators,bigram
ci/cd_actions,10,156,-4.716210823004817,-0.9823735565030702,130,B_heavy,noise,primary_noaggregators,bigram
ambiguous_problems,1,110,-4.695521545623633,-1.415699873825055,96,B_heavy,noise,primary_noaggregators,bigram
proficiency_c++,3,118,-4.656321836647242,-1.2658993491965873,100,B_heavy,noise,primary_noaggregators,bigram
hands-on_expertise,12,162,-4.628570200789999,-0.92093126578186,156,B_heavy,noise,primary_noaggregators,bigram
ci/cd_pipelines.,24,217,-4.5863231209801185,-0.7242569140192359,192,B_heavy,noise,primary_noaggregators,bigram
u.s._u.s.,55,349,-4.542246848288937,-0.5188954671296138,71,B_heavy,noise,primary_noaggregators,bigram
maintain_ci/cd,19,191,-4.524858798495461,-0.7800229405849599,183,B_heavy,noise,primary_noaggregators,bigram
citizenship_u.s.,6,127,-4.514286889207404,-1.0959685937780002,23,B_heavy,noise,primary_noaggregators,bigram
participate_on-call,22,202,-4.459653924032323,-0.7325088547954515,165,B_heavy,noise,primary_noaggregators,bigram
typescript_react,18,175,-4.266607020347494,-0.7627129230683067,149,B_heavy,noise,primary_noaggregators,bigram
pytorch_tensorflow,12,146,-4.255135699138185,-0.8736166941729522,113,B_heavy,noise,primary_noaggregators,bigram
u.s.c._eligible,3,101,-4.254459284548744,-1.2301460313735575,24,B_heavy,noise,primary_noaggregators,bigram
bachelor_discipline,67,381,-4.230977760852142,-0.44962105701538135,216,B_heavy,noise,primary_noaggregators,bigram
react_next.js,6,113,-4.174376618651486,-1.054989162349024,92,B_heavy,noise,primary_noaggregators,bigram
eligible_obtain,17,166,-4.16373604225631,-0.7649786904421738,57,B_heavy,noise,primary_noaggregators,bigram
ci/cd_devops,17,165,-4.139660837088413,-0.7618281418107298,143,B_heavy,noise,primary_noaggregators,bigram
participate_discussions,29,219,-4.13857217799432,-0.6233888193148811,195,B_heavy,noise,primary_noaggregators,bigram
maintain_u.s.,11,136,-4.1284930590578535,-0.8810847031590008,45,B_heavy,noise,primary_noaggregators,bigram
ci/cd_e.g.,17,164,-4.115473978829356,-0.7586496109072183,133,B_heavy,noise,primary_noaggregators,bigram
langchain_langgraph,0,81,-4.115005993002482,-1.5101574971911838,57,B_heavy,noise,primary_noaggregators,bigram
ci/cd_observability,2,90,-4.103394022089411,-1.29348950912585,69,B_heavy,noise,primary_noaggregators,bigram
similar_complexity,2,89,-4.077688212119642,-1.29130651397009,32,B_heavy,noise,primary_noaggregators,bigram
u.s._lawful,18,167,-4.075869375610429,-0.7380373744812481,52,B_heavy,noise,primary_noaggregators,bigram
reduce_manual,5,104,-4.073676649878907,-1.0900134307190559,97,B_heavy,noise,primary_noaggregators,bigram
feedback_loops,3,93,-4.05139858774898,-1.2094063901731502,81,B_heavy,noise,primary_noaggregators,bigram
large-scale_systems.,6,108,-4.046209637634229,-1.0382803655520494,86,B_heavy,noise,primary_noaggregators,bigram
continuously_improve,53,315,-4.041406428556149,-0.47781631477749986,292,B_heavy,noise,primary_noaggregators,bigram
qualifications_including,21,179,-4.034949635922512,-0.6920305588144693,65,B_heavy,noise,primary_noaggregators,bigram
conform_u.s.,5,102,-4.0215443279297425,-1.0833370289047437,25,B_heavy,noise,primary_noaggregators,bigram
improve_observability,7,112,-4.019483684275352,-0.9925852531168502,94,B_heavy,noise,primary_noaggregators,bigram
cloud-native_architectures,1,81,-3.996639958319251,-1.3839367259440873,73,B_heavy,noise,primary_noaggregators,bigram
net,1050,4078,18.71326698381058,0.5480476972129953,1527,A_heavy,noise,primary_rawtext_sanity,unigram
agile,1980,11105,15.168388066623566,0.2974889714996358,3570,A_heavy,method,primary_rawtext_sanity,unigram
developerlocation,153,0,15.065892732368365,4.022938894545865,113,A_heavy,noise,primary_rawtext_sanity,unigram
javascript,1154,5546,15.000733044335401,0.39945934617288614,2622,A_heavy,tech_stack,primary_rawtext_sanity,unigram
engineerlocation,149,0,14.867629945501672,4.022933829639804,124,A_heavy,noise,primary_rawtext_sanity,unigram
php,224,477,13.890541272509559,1.0043565855557848,339,A_heavy,tech_stack,primary_rawtext_sanity,unigram
experienceexperience,123,1,13.750998346091853,3.937984152458048,103,A_heavy,noise,primary_rawtext_sanity,unigram
sql,1907,11557,12.636144636202644,0.24789710295448497,4171,A_heavy,tech_stack,primary_rawtext_sanity,unigram
skillsability,101,1,12.505482109829748,3.9203942468913713,83,A_heavy,noise,primary_rawtext_sanity,unigram
website,505,2050,12.342619532250085,0.516132545043293,569,A_heavy,noise,primary_rawtext_sanity,unigram
skillsexperience,91,1,11.895916110483478,3.9097454503837845,72,A_heavy,noise,primary_rawtext_sanity,unigram
java,2257,14538,11.81490932424392,0.20992489219430688,3334,A_heavy,tech_stack,primary_rawtext_sanity,unigram
skillsstrong,78,3,11.518912009623076,3.673512552288562,70,A_heavy,noise,primary_rawtext_sanity,unigram
plusexperience,70,2,10.757814693805313,3.752134230028023,51,A_heavy,noise,primary_rawtext_sanity,unigram
systemsexperience,73,1,10.710496840323005,3.883724662342752,54,A_heavy,noise,primary_rawtext_sanity,unigram
etc.experience,70,1,10.49971705894363,3.8781776126143015,58,A_heavy,noise,primary_rawtext_sanity,unigram
developmentexperience,69,1,10.428493258898277,3.8762289262386656,54,A_heavy,noise,primary_rawtext_sanity,unigram
existing,1137,6782,10.100511761859257,0.2576051453635406,3028,A_heavy,noise,primary_rawtext_sanity,unigram
skills.ability,60,2,10.03066198321101,3.713471904885953,56,A_heavy,noise,primary_rawtext_sanity,unigram
sending,102,197,9.88635118892995,1.0824867898591286,89,A_heavy,noise,primary_rawtext_sanity,unigram
jquery,133,328,9.777019686273189,0.8883946373648719,334,A_heavy,noise,primary_rawtext_sanity,unigram
directory,178,538,9.741892956371577,0.7320583822113491,363,A_heavy,noise,primary_rawtext_sanity,unigram
written,915,5299,9.65090366915321,0.2763226937402612,2909,A_heavy,soft_skill,primary_rawtext_sanity,unigram
mexico.,75,117,9.37432662956517,1.2562246579669374,22,A_heavy,noise,primary_rawtext_sanity,unigram
experience.experience,55,1,9.373404396798403,3.842144646572148,46,A_heavy,noise,primary_rawtext_sanity,unigram
azure,2496,17605,9.366937816483906,0.1547395807854981,3720,A_heavy,tech_stack,primary_rawtext_sanity,unigram
technologiesexperience,49,2,9.15834146214956,3.655651071287256,41,A_heavy,noise,primary_rawtext_sanity,unigram
abreast,109,258,9.089520274665631,0.9205444713435611,264,A_heavy,noise,primary_rawtext_sanity,unigram
html,370,1698,9.057196559461897,0.43044965700295457,1186,A_heavy,noise,primary_rawtext_sanity,unigram
skillsexcellent,55,0,9.032689984186367,4.022814812000883,51,A_heavy,noise,primary_rawtext_sanity,unigram
pcf,46,38,8.927197598346249,1.783967645627536,46,A_heavy,noise,primary_rawtext_sanity,unigram
regards,148,451,8.823551201554562,0.7258589704549081,265,A_heavy,noise,primary_rawtext_sanity,unigram
toolsexperience,45,2,8.817379977643172,3.628804011971736,41,A_heavy,noise,primary_rawtext_sanity,unigram
interpersonal,375,1773,8.745846425814484,0.41008216465159286,1226,A_heavy,soft_skill,primary_rawtext_sanity,unigram
skills.strong,47,1,8.711613401820301,3.814441505758289,37,A_heavy,noise,primary_rawtext_sanity,unigram
inquiries.,57,77,8.649403765395144,1.374860543139249,27,A_heavy,noise,primary_rawtext_sanity,unigram
utilizing,359,1686,8.639213884351324,0.414644781821802,1063,A_heavy,noise,primary_rawtext_sanity,unigram
j2ee,103,253,8.626480410836157,0.8914961745628727,219,A_heavy,noise,primary_rawtext_sanity,unigram
descriptionthis,50,0,8.612318427781911,4.022808481686628,47,A_heavy,noise,primary_rawtext_sanity,unigram
competent,70,123,8.584934387652876,1.158985702258514,107,A_heavy,noise,primary_rawtext_sanity,unigram
preferably,363,1728,8.520613221369585,0.40543990989644296,1289,A_heavy,noise,primary_rawtext_sanity,unigram
wordpress,75,144,8.503341771473965,1.0872195015229487,79,A_heavy,noise,primary_rawtext_sanity,unigram
following,1204,7803,8.469759456299725,0.20573336220818916,2621,A_heavy,noise,primary_rawtext_sanity,unigram
