uid,cluster_id,cluster_name,mgmt_density_v1_rebuilt,mgmt_density_t11_original,orch_density,strat_density,mentor_binary,ai_binary,period,seniority_final
linkedin_li-4388870818,1,Tech-orchestration (non-AI),0.0,0.0,1.4326647564469914,0.0,0,0,2026,mid-senior
linkedin_li-4388870835,4,Strategic-language (stakeholder/roadmap),0.0,0.4938271604938272,0.4938271604938272,0.4938271604938272,0,0,2026,mid-senior
linkedin_li-4388870914,0,AI-oriented (low-orch),0.0,0.0,5.0,0.45454545454545453,0,1,2026,mid-senior
linkedin_li-4388871784,1,Tech-orchestration (non-AI),0.0,0.0,1.154068090017311,0.0,0,0,2026,mid-senior
linkedin_li-4388873257,0,AI-oriented (low-orch),0.0,0.0,1.3755158184319118,0.4585052728106373,0,1,2026,mid-senior
linkedin_li-4388873260,2,People-management (mentor-binary + mgmt density),0.36456434560699963,0.36456434560699963,0.0,0.7291286912139993,1,0,2026,mid-senior
linkedin_li-4388873613,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4388874162,1,Tech-orchestration (non-AI),0.0,0.0,2.1834061135371177,0.0,0,0,2026,mid-senior
linkedin_li-4388874635,3,Low-profile generic,0.0,0.0,0.35149384885764495,0.0,0,0,2026,mid-senior
linkedin_li-4388874640,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4388874665,4,Strategic-language (stakeholder/roadmap),0.0,1.0070493454179255,1.5105740181268883,1.0070493454179255,0,0,2026,mid-senior
linkedin_li-4388874668,1,Tech-orchestration (non-AI),0.0,0.0,3.831417624521073,0.7662835249042146,0,0,2026,mid-senior
linkedin_li-4388875811,1,Tech-orchestration (non-AI),0.0,0.0,1.9646365422396856,0.4911591355599214,0,0,2026,mid-senior
linkedin_li-4388876628,1,Tech-orchestration (non-AI),0.0,0.0,2.463054187192118,0.0,0,0,2026,mid-senior
linkedin_li-4388883255,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,2.73972602739726,0,0,2026,director
linkedin_li-4388888019,3,Low-profile generic,0.0,0.24630541871921185,0.24630541871921185,0.24630541871921185,0,0,2026,mid-senior
linkedin_li-4388888050,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,0.6934812760055479,0,0,2026,mid-senior
linkedin_li-4388900184,1,Tech-orchestration (non-AI),0.0,0.0,2.9585798816568047,0.9861932938856016,0,0,2026,mid-senior
linkedin_li-4388904529,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4388904727,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4388905166,4,Strategic-language (stakeholder/roadmap),0.0,0.0,2.2396416573348263,3.3594624860022395,0,0,2026,director
linkedin_li-4388906584,1,Tech-orchestration (non-AI),0.0,0.0,1.364256480218281,0.0,0,0,2026,mid-senior
linkedin_li-4388910037,1,Tech-orchestration (non-AI),0.0,0.0,6.349206349206349,0.0,0,0,2026,mid-senior
linkedin_li-4388912237,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.7507507507507507,0.7507507507507507,0,0,2026,mid-senior
linkedin_li-4388915336,1,Tech-orchestration (non-AI),0.0,0.0,6.042296072507552,0.0,0,0,2026,mid-senior
linkedin_li-4388917286,1,Tech-orchestration (non-AI),0.0,0.0,2.9717682020802374,0.0,0,0,2026,mid-senior
linkedin_li-4388928945,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.8539709649871904,0.8539709649871904,0,0,2026,mid-senior
linkedin_li-4388929820,0,AI-oriented (low-orch),0.0,0.0,4.643962848297213,0.0,0,1,2026,mid-senior
linkedin_li-4388934922,1,Tech-orchestration (non-AI),0.0,0.0,2.7881040892193307,0.0,0,0,2026,mid-senior
linkedin_li-4388938904,4,Strategic-language (stakeholder/roadmap),0.0,0.8077544426494346,3.2310177705977385,1.6155088852988693,0,0,2026,mid-senior
linkedin_li-4388941959,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4388941999,0,AI-oriented (low-orch),0.0,0.0,4.2283298097251585,0.0,0,1,2026,mid-senior
linkedin_li-4388942777,0,AI-oriented (low-orch),0.0,0.29197080291970806,2.0437956204379564,0.5839416058394161,0,1,2026,mid-senior
linkedin_li-4388942981,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,0.9469696969696969,0,0,2026,mid-senior
linkedin_li-4388942984,3,Low-profile generic,0.0,0.0,0.0,0.5364806866952789,0,0,2026,mid-senior
linkedin_li-4388944679,1,Tech-orchestration (non-AI),0.0,0.0,1.400560224089636,0.0,0,0,2026,mid-senior
linkedin_li-4388944969,3,Low-profile generic,0.0,1.3054830287206267,0.6527415143603134,0.0,0,0,2026,mid-senior
linkedin_li-4388946779,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,1.4492753623188408,0,0,2026,mid-senior
linkedin_li-4388946856,4,Strategic-language (stakeholder/roadmap),0.0,0.5675368898978433,0.5675368898978433,1.1350737797956867,0,0,2026,mid-senior
linkedin_li-4388947731,1,Tech-orchestration (non-AI),0.0,0.0,1.1049723756906078,0.0,0,0,2026,mid-senior
linkedin_li-4388948745,2,People-management (mentor-binary + mgmt density),0.28352707683583783,0.5670541536716757,0.5670541536716757,0.28352707683583783,1,0,2026,mid-senior
linkedin_li-4388949685,3,Low-profile generic,0.0,0.0,0.0,0.5035246727089627,0,0,2026,mid-senior
linkedin_li-4388949775,3,Low-profile generic,0.0,0.3306878306878307,0.3306878306878307,0.3306878306878307,0,0,2026,mid-senior
linkedin_li-4388950251,1,Tech-orchestration (non-AI),0.0,0.0,1.1587485515643106,0.0,0,0,2026,mid-senior
linkedin_li-4388950663,0,AI-oriented (low-orch),0.0,0.0,0.0,0.0,0,1,2026,mid-senior
linkedin_li-4388950737,1,Tech-orchestration (non-AI),0.0,0.4675081813931744,2.8050490883590466,0.4675081813931744,0,0,2026,mid-senior
linkedin_li-4388951563,3,Low-profile generic,0.0,0.6203473945409429,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4388951567,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,0.6540222367560498,0,0,2026,mid-senior
linkedin_li-4388951568,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4388951569,3,Low-profile generic,0.0,0.8051529790660226,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4388951832,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,1.0090817356205852,0,0,2026,mid-senior
linkedin_li-4388953757,0,AI-oriented (low-orch),0.0,0.0,1.4925373134328357,0.0,0,1,2026,mid-senior
linkedin_li-4388954432,3,Low-profile generic,0.0,0.3048780487804878,0.0,0.3048780487804878,0,0,2026,mid-senior
linkedin_li-4388954607,0,AI-oriented (low-orch),0.0,0.0,0.0,0.0,0,1,2026,mid-senior
linkedin_li-4388955322,3,Low-profile generic,0.0,0.0,0.4009623095429029,0.4009623095429029,0,0,2026,mid-senior
linkedin_li-4388955732,1,Tech-orchestration (non-AI),0.0,0.0,1.9120458891013383,0.0,0,0,2026,mid-senior
linkedin_li-4388956369,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.9784735812133072,1.9569471624266144,0,0,2026,mid-senior
linkedin_li-4388956685,4,Strategic-language (stakeholder/roadmap),0.0,1.6051364365971108,0.0,4.815409309791332,0,0,2026,mid-senior
linkedin_li-4388958024,2,People-management (mentor-binary + mgmt density),0.9532888465204957,0.9532888465204957,0.0,0.0,1,0,2026,mid-senior
linkedin_li-4388958176,2,People-management (mentor-binary + mgmt density),0.27107617240444565,0.5421523448088913,0.5421523448088913,0.0,1,0,2026,mid-senior
linkedin_li-4388958437,1,Tech-orchestration (non-AI),0.0,0.9920634920634921,4.9603174603174605,0.9920634920634921,0,0,2026,mid-senior
linkedin_li-4388959268,4,Strategic-language (stakeholder/roadmap),0.0,0.6369426751592356,0.6369426751592356,1.2738853503184713,0,0,2026,mid-senior
linkedin_li-4388960197,4,Strategic-language (stakeholder/roadmap),0.0,0.5817335660267597,0.0,1.1634671320535195,0,0,2026,mid-senior
linkedin_li-4388960443,1,Tech-orchestration (non-AI),0.0,2.735978112175103,2.735978112175103,0.0,0,0,2026,mid-senior
linkedin_li-4388961122,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,0.66711140760507,0,0,2026,mid-senior
linkedin_li-4388961213,3,Low-profile generic,0.0,0.33156498673740054,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4388961215,0,AI-oriented (low-orch),0.0,0.48426150121065376,2.663438256658596,0.24213075060532688,0,1,2026,mid-senior
linkedin_li-4388961860,4,Strategic-language (stakeholder/roadmap),0.0,1.2919896640826873,1.2919896640826873,1.2919896640826873,0,0,2026,mid-senior
linkedin_li-4388962579,3,Low-profile generic,0.0,0.0,0.509683995922528,0.0,0,0,2026,mid-senior
linkedin_li-4388962766,3,Low-profile generic,0.0,0.3534817956875221,0.3534817956875221,0.0,0,0,2026,mid-senior
linkedin_li-4388963115,3,Low-profile generic,0.0,0.33760972316002696,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4388963118,3,Low-profile generic,0.0,0.28901734104046245,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4388963120,3,Low-profile generic,0.0,0.2446183953033268,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4388963647,1,Tech-orchestration (non-AI),0.0,0.0,1.1389521640091116,0.0,0,0,2026,mid-senior
linkedin_li-4388964110,2,People-management (mentor-binary + mgmt density),0.2119093028183937,0.8476372112735748,1.2714558169103622,0.4238186056367874,1,1,2026,mid-senior
linkedin_li-4388965102,4,Strategic-language (stakeholder/roadmap),0.0,0.7326007326007326,0.0,1.465201465201465,0,0,2026,mid-senior
linkedin_li-4388965134,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4388966802,1,Tech-orchestration (non-AI),0.0,0.0,3.5087719298245617,0.0,0,0,2026,mid-senior
linkedin_li-4388966962,4,Strategic-language (stakeholder/roadmap),0.0,0.0,4.6260601387818046,1.5420200462606015,0,0,2026,mid-senior
linkedin_li-4388967050,3,Low-profile generic,0.0,0.31918289179699966,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4388967170,0,AI-oriented (low-orch),0.0,0.998003992015968,0.998003992015968,3.992015968063872,0,1,2026,mid-senior
linkedin_li-4388968113,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,4.0733197556008145,0,0,2026,mid-senior
linkedin_li-4388969464,4,Strategic-language (stakeholder/roadmap),0.0,0.0,1.1135857461024499,1.1135857461024499,0,0,2026,mid-senior
linkedin_li-4388969744,1,Tech-orchestration (non-AI),0.0,0.0,2.2271714922048997,0.0,0,0,2026,mid-senior
linkedin_li-4388970677,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4388971075,3,Low-profile generic,0.0,3.963011889035667,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4388971803,0,AI-oriented (low-orch),0.0,0.0,1.1312217194570136,0.0,0,1,2026,mid-senior
linkedin_li-4388971843,1,Tech-orchestration (non-AI),0.0,0.0,2.7124773960216997,0.4520795660036166,0,0,2026,mid-senior
linkedin_li-4388972393,4,Strategic-language (stakeholder/roadmap),0.0,0.0,2.1629416005767843,3.604902667627974,0,0,2026,mid-senior
linkedin_li-4388973395,3,Low-profile generic,0.0,0.41493775933609955,0.41493775933609955,0.0,0,0,2026,mid-senior
linkedin_li-4388974877,3,Low-profile generic,0.0,0.0,0.5858230814294083,0.0,0,0,2026,mid-senior
linkedin_li-4388976150,1,Tech-orchestration (non-AI),0.0,0.0,1.4245014245014247,0.0,0,0,2026,mid-senior
linkedin_li-4388976491,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4388977442,0,AI-oriented (low-orch),0.0,0.0,1.4716703458425313,0.7358351729212657,0,1,2026,mid-senior
linkedin_li-4388977612,1,Tech-orchestration (non-AI),0.0,0.0,5.714285714285714,0.0,0,0,2026,mid-senior
linkedin_li-4388977944,3,Low-profile generic,0.0,0.0,0.42771599657827203,0.0,0,0,2026,mid-senior
linkedin_li-4388978995,3,Low-profile generic,0.0,0.0,0.0,0.44822949350067237,0,0,2026,mid-senior
linkedin_li-4388979098,1,Tech-orchestration (non-AI),0.0,0.0,10.714285714285714,0.0,0,0,2026,mid-senior
linkedin_li-4388979532,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4388979699,2,People-management (mentor-binary + mgmt density),1.2562814070351758,1.2562814070351758,0.0,0.0,1,0,2026,mid-senior
linkedin_li-4388980251,0,AI-oriented (low-orch),0.0,0.0,1.463057790782736,0.731528895391368,0,1,2026,mid-senior
linkedin_li-4388982958,3,Low-profile generic,0.0,0.3930817610062893,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4388983371,1,Tech-orchestration (non-AI),0.0,1.1254924029262803,2.2509848058525606,0.5627462014631401,0,0,2026,mid-senior
linkedin_li-4396158292,2,People-management (mentor-binary + mgmt density),0.45024763619990993,0.9004952723998199,1.3507429085997298,0.0,1,0,2026,mid-senior
linkedin_li-4396158940,4,Strategic-language (stakeholder/roadmap),0.0,0.6056935190793459,0.6056935190793459,0.6056935190793459,0,0,2026,mid-senior
linkedin_li-4396160508,3,Low-profile generic,0.0,0.33311125916055967,0.33311125916055967,0.0,0,0,2026,mid-senior
linkedin_li-4396160605,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.8665511265164645,0.8665511265164645,0,0,2026,mid-senior
linkedin_li-4396161735,0,AI-oriented (low-orch),0.0,0.9523809523809523,1.9047619047619047,0.0,0,1,2026,mid-senior
linkedin_li-4396163507,1,Tech-orchestration (non-AI),0.0,0.3756574004507889,1.1269722013523666,0.0,0,0,2026,mid-senior
linkedin_li-4396164694,1,Tech-orchestration (non-AI),0.0,0.0,3.259452411994785,0.0,0,0,2026,mid-senior
linkedin_li-4396165182,1,Tech-orchestration (non-AI),0.0,0.0,1.1198208286674132,0.0,0,0,2026,mid-senior
linkedin_li-4396165502,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.8928571428571428,0.8928571428571428,0,0,2026,mid-senior
linkedin_li-4396165620,3,Low-profile generic,0.0,0.0,0.6369426751592356,0.0,0,0,2026,mid-senior
linkedin_li-4396168052,1,Tech-orchestration (non-AI),0.0,0.0,5.9790732436472345,1.4947683109118086,0,0,2026,mid-senior
linkedin_li-4396168156,1,Tech-orchestration (non-AI),0.0,0.0,1.406799531066823,0.4689331770222744,0,0,2026,mid-senior
linkedin_li-4396168369,1,Tech-orchestration (non-AI),0.0,0.0,4.444444444444445,0.0,0,0,2026,mid-senior
linkedin_li-4396169094,0,AI-oriented (low-orch),0.0,0.0,6.086956521739131,0.0,0,1,2026,mid-senior
linkedin_li-4396169126,0,AI-oriented (low-orch),0.0,0.0,1.6750418760469012,0.0,0,1,2026,mid-senior
linkedin_li-4396170240,3,Low-profile generic,0.0,0.4100041000410004,0.0,0.4100041000410004,0,0,2026,mid-senior
linkedin_li-4396170526,3,Low-profile generic,0.0,1.2650221378874131,0.6325110689437066,0.0,0,0,2026,mid-senior
linkedin_li-4396171204,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4396237636,3,Low-profile generic,0.0,0.0,0.6675567423230975,0.0,0,0,2026,mid-senior
linkedin_li-4396238764,0,AI-oriented (low-orch),0.0,0.0,0.987166831194472,0.493583415597236,0,1,2026,mid-senior
linkedin_li-4396240448,1,Tech-orchestration (non-AI),0.0,0.0,0.8460236886632826,0.0,0,0,2026,mid-senior
linkedin_li-4396244667,0,AI-oriented (low-orch),0.0,0.0,1.1198208286674134,0.3732736095558044,0,1,2026,mid-senior
linkedin_li-4396249900,2,People-management (mentor-binary + mgmt density),0.32278889606197547,0.6455777921239509,0.6455777921239509,0.6455777921239509,1,1,2026,mid-senior
linkedin_li-4396251734,3,Low-profile generic,0.0,0.0,0.37678975131876413,0.0,0,0,2026,mid-senior
linkedin_li-4396251735,4,Strategic-language (stakeholder/roadmap),0.0,0.5885815185403178,0.5885815185403178,0.5885815185403178,0,0,2026,mid-senior
linkedin_li-4396251836,0,AI-oriented (low-orch),0.0,0.0,3.098373353989156,0.0,0,1,2026,mid-senior
linkedin_li-4396254609,4,Strategic-language (stakeholder/roadmap),0.0,0.29086678301337987,2.036067481093659,0.8726003490401396,0,0,2026,mid-senior
linkedin_li-4396257769,2,People-management (mentor-binary + mgmt density),0.2949852507374631,0.2949852507374631,1.1799410029498525,0.2949852507374631,1,0,2026,mid-senior
linkedin_li-4396258706,3,Low-profile generic,0.0,0.5617977528089888,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4396261300,1,Tech-orchestration (non-AI),0.0,0.0,2.6613439787092483,0.0,0,0,2026,mid-senior
linkedin_li-4396264260,3,Low-profile generic,0.0,1.1494252873563218,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4396270022,3,Low-profile generic,0.0,0.0,0.0,0.2486943546381497,0,0,2026,mid-senior
linkedin_li-4396272055,1,Tech-orchestration (non-AI),0.0,0.0,1.3192612137203166,0.4397537379067722,0,0,2026,mid-senior
linkedin_li-4396300204,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,1.3395847287340923,0,0,2026,mid-senior
linkedin_li-4396301324,1,Tech-orchestration (non-AI),0.0,0.0,10.830324909747292,0.0,0,0,2026,mid-senior
linkedin_li-4396303630,1,Tech-orchestration (non-AI),0.0,0.0,7.246376811594203,0.0,0,0,2026,mid-senior
linkedin_li-4396304268,1,Tech-orchestration (non-AI),0.0,0.0,3.926701570680628,0.0,0,0,2026,mid-senior
linkedin_li-4396304443,3,Low-profile generic,0.0,0.0,0.7716049382716049,0.0,0,0,2026,mid-senior
linkedin_li-4396304456,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4396304701,1,Tech-orchestration (non-AI),0.0,0.0,5.6818181818181825,0.0,0,0,2026,mid-senior
linkedin_li-4396305177,1,Tech-orchestration (non-AI),0.0,0.0,3.027245206861756,0.0,0,0,2026,mid-senior
linkedin_li-4396306157,1,Tech-orchestration (non-AI),0.0,0.0,0.8635578583765113,0.0,0,0,2026,mid-senior
linkedin_li-4396309067,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4396309153,1,Tech-orchestration (non-AI),0.0,0.0,2.1141649048625792,0.0,0,0,2026,mid-senior
linkedin_li-4396309452,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4396310338,0,AI-oriented (low-orch),0.0,0.0,1.597444089456869,0.0,0,1,2026,mid-senior
linkedin_li-4396311205,0,AI-oriented (low-orch),0.0,0.0,1.3679890560875514,0.0,0,1,2026,mid-senior
linkedin_li-4396312138,1,Tech-orchestration (non-AI),0.0,0.0,4.552352048558421,0.0,0,0,2026,mid-senior
linkedin_li-4396313114,2,People-management (mentor-binary + mgmt density),0.5205622071837585,0.5205622071837585,0.5205622071837585,0.5205622071837585,1,0,2026,mid-senior
linkedin_li-4396317041,4,Strategic-language (stakeholder/roadmap),0.0,0.0,1.2135922330097089,1.2135922330097089,0,0,2026,mid-senior
linkedin_li-4396317257,3,Low-profile generic,0.0,0.0,0.6042296072507553,0.0,0,0,2026,director
linkedin_li-4396320631,3,Low-profile generic,0.0,0.0,0.6640106241699867,0.0,0,0,2026,mid-senior
linkedin_li-4396321702,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4396323102,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4396326073,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4396327208,0,AI-oriented (low-orch),0.0,0.0,0.562271577171774,0.281135788585887,0,1,2026,mid-senior
linkedin_li-4396327737,4,Strategic-language (stakeholder/roadmap),0.0,0.0,1.2476606363069245,1.2476606363069245,0,0,2026,mid-senior
linkedin_li-4396328526,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,1.0493179433368311,0,0,2026,mid-senior
linkedin_li-4396328777,1,Tech-orchestration (non-AI),0.0,0.0,1.687289088863892,0.0,0,0,2026,mid-senior
linkedin_li-4396329492,2,People-management (mentor-binary + mgmt density),0.9560229445506692,0.9560229445506692,0.9560229445506692,0.9560229445506692,1,0,2026,mid-senior
linkedin_li-4396329756,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4396331590,1,Tech-orchestration (non-AI),0.0,0.0,0.9416195856873824,0.0,0,0,2026,mid-senior
linkedin_li-4396334621,3,Low-profile generic,0.0,0.0,0.6906077348066298,0.0,0,0,2026,mid-senior
linkedin_li-4396336110,1,Tech-orchestration (non-AI),0.0,0.0,1.2468827930174562,0.0,0,0,2026,mid-senior
linkedin_li-4396336486,3,Low-profile generic,0.0,2.7739251040221915,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4396337276,1,Tech-orchestration (non-AI),0.0,0.0,3.2216494845360826,0.0,0,0,2026,mid-senior
linkedin_li-4396338733,1,Tech-orchestration (non-AI),0.0,0.0,5.633802816901409,0.0,0,0,2026,mid-senior
linkedin_li-4396338874,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4396338892,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4396339716,1,Tech-orchestration (non-AI),0.0,0.0,1.4577259475218658,0.0,0,0,2026,mid-senior
linkedin_li-4396339719,1,Tech-orchestration (non-AI),0.0,0.0,2.066115702479339,0.0,0,0,2026,mid-senior
linkedin_li-4396339732,1,Tech-orchestration (non-AI),0.0,0.0,1.6313213703099512,0.0,0,0,2026,mid-senior
linkedin_li-4396339744,1,Tech-orchestration (non-AI),0.0,0.0,3.0848329048843186,0.5141388174807198,0,0,2026,mid-senior
linkedin_li-4396339747,3,Low-profile generic,0.0,0.8547008547008548,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4396340596,4,Strategic-language (stakeholder/roadmap),0.0,0.6093845216331505,0.0,0.6093845216331505,0,0,2026,mid-senior
linkedin_li-4396341270,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.727802037845706,0.727802037845706,0,0,2026,mid-senior
linkedin_li-4396341605,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4396341719,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4396341768,1,Tech-orchestration (non-AI),0.0,0.0,1.002004008016032,0.0,0,0,2026,mid-senior
linkedin_li-4396343773,0,AI-oriented (low-orch),0.0,0.35335689045936397,1.7667844522968197,0.0,0,1,2026,mid-senior
linkedin_li-4396344646,0,AI-oriented (low-orch),0.0,0.0,5.88235294117647,0.0,0,1,2026,mid-senior
linkedin_li-4396344999,3,Low-profile generic,0.0,0.47961630695443647,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4396345214,1,Tech-orchestration (non-AI),0.0,0.0,3.1847133757961785,0.7961783439490446,0,0,2026,mid-senior
linkedin_li-4396345682,1,Tech-orchestration (non-AI),0.0,0.0,7.380073800738007,0.0,0,0,2026,mid-senior
linkedin_li-4396345910,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4396346632,4,Strategic-language (stakeholder/roadmap),0.0,0.0,4.140786749482402,3.1055900621118013,0,0,2026,mid-senior
linkedin_li-4396346690,0,AI-oriented (low-orch),0.0,0.23169601482854496,0.4633920296570899,0.0,0,1,2026,mid-senior
linkedin_li-4396347665,4,Strategic-language (stakeholder/roadmap),0.0,0.0,2.3894862604540026,2.3894862604540026,0,0,2026,mid-senior
linkedin_li-4396347727,0,AI-oriented (low-orch),0.0,0.3780718336483932,0.0,0.0,0,1,2026,mid-senior
linkedin_li-4396348849,4,Strategic-language (stakeholder/roadmap),0.0,0.0,1.6116035455278,1.20870265914585,0,0,2026,director
linkedin_li-4396348917,1,Tech-orchestration (non-AI),0.0,2.710027100271003,2.710027100271003,0.0,0,0,2026,mid-senior
linkedin_li-4396349297,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4396349597,1,Tech-orchestration (non-AI),0.0,0.0,2.288329519450801,0.0,0,0,2026,mid-senior
linkedin_li-4396350494,3,Low-profile generic,0.0,0.0,0.5750431282346176,0.0,0,0,2026,mid-senior
linkedin_li-4396350584,0,AI-oriented (low-orch),0.0,0.0,0.8598452278589853,0.8598452278589853,0,1,2026,mid-senior
linkedin_li-4396350987,1,Tech-orchestration (non-AI),0.0,0.0,2.8222013170272815,0.9407337723424272,0,0,2026,mid-senior
linkedin_li-4396351075,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.5817335660267597,0.5817335660267597,0,0,2026,mid-senior
linkedin_li-4396351710,1,Tech-orchestration (non-AI),0.0,0.0,2.029769959404601,0.0,0,0,2026,mid-senior
linkedin_li-4396351838,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4396351994,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,0.6125574272588055,0,0,2026,mid-senior
linkedin_li-4396352544,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4396352571,1,Tech-orchestration (non-AI),0.0,0.970873786407767,1.941747572815534,0.0,0,0,2026,mid-senior
linkedin_li-4396352575,1,Tech-orchestration (non-AI),0.0,0.0,1.9607843137254901,0.0,0,0,2026,mid-senior
linkedin_li-4396353017,1,Tech-orchestration (non-AI),0.0,0.764525993883792,2.293577981651376,0.0,0,0,2026,mid-senior
linkedin_li-4396353437,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4396353955,1,Tech-orchestration (non-AI),0.0,2.0833333333333335,2.0833333333333335,0.0,0,0,2026,mid-senior
linkedin_li-4396354540,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,1.6736401673640167,0,0,2026,mid-senior
linkedin_li-4396354718,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,0.6882312456985547,0,0,2026,mid-senior
linkedin_li-4396354791,0,AI-oriented (low-orch),0.0,0.0,4.195270785659802,0.38138825324180015,0,1,2026,mid-senior
linkedin_li-4396357108,0,AI-oriented (low-orch),0.0,0.872219799389446,0.436109899694723,0.0,0,1,2026,mid-senior
linkedin_li-4396357837,1,Tech-orchestration (non-AI),0.0,0.0,0.9263547938860585,0.0,0,0,2026,mid-senior
linkedin_li-4396358114,1,Tech-orchestration (non-AI),0.0,0.0,4.36442989634479,0.5455537370430987,0,0,2026,mid-senior
linkedin_li-4396358340,2,People-management (mentor-binary + mgmt density),1.3262599469496021,2.6525198938992043,5.305039787798409,1.3262599469496021,1,0,2026,mid-senior
linkedin_li-4396358396,1,Tech-orchestration (non-AI),0.0,0.0,3.5587188612099645,0.0,0,0,2026,mid-senior
linkedin_li-4396358519,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4396358549,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4396358583,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2026,mid-senior
linkedin_li-4396359990,1,Tech-orchestration (non-AI),0.0,0.0,1.05318588730911,0.0,0,0,2026,mid-senior
linkedin_li-4396360522,4,Strategic-language (stakeholder/roadmap),0.0,0.0,1.2853470437017995,1.2853470437017995,0,0,2026,mid-senior
linkedin_li-4396360527,4,Strategic-language (stakeholder/roadmap),0.0,0.0,1.773049645390071,1.773049645390071,0,0,2026,mid-senior
